1.249295286834239960e-02,1.110876072198152542e-02,2.476078867912292480e-01,6.692374348640441895e-01,5.785030871629714966e-02,1.702633453533053398e-03
5.237669348716735840e-01,3.732972592115402222e-02,2.919009625911712646e-01,9.136761724948883057e-02,4.906088486313819885e-02,6.573817692697048187e-03
2.359611913561820984e-02,1.977712847292423248e-02,2.153219431638717651e-01,6.663479208946228027e-01,7.104152441024780273e-02,3.915374632924795151e-03
4.168964922428131104e-02,4.178778082132339478e-02,1.939578205347061157e-01,6.266850829124450684e-01,8.944366127252578735e-02,6.436030380427837372e-03
5.853516608476638794e-02,2.907549962401390076e-03,4.156885445117950439e-01,2.018699198961257935e-01,3.195771276950836182e-01,1.421677647158503532e-03
7.921516895294189453e-03,4.945266526192426682e-03,8.400561809539794922e-01,1.317716389894485474e-01,1.428570784628391266e-02,1.019637915305793285e-03
1.884831935167312622e-01,7.224913686513900757e-02,1.777414679527282715e-01,2.918827831745147705e-01,2.509731054306030273e-01,1.867032796144485474e-02
6.948529481887817383e-01,4.038870707154273987e-02,1.482549905776977539e-01,4.993760958313941956e-02,6.135423481464385986e-02,5.211468786001205444e-03
5.068148374557495117e-01,4.573215916752815247e-02,1.176293343305587769e-01,8.394976705312728882e-02,2.341001927852630615e-01,1.177367940545082092e-02
5.692351981997489929e-02,8.389748632907867432e-03,2.757840454578399658e-01,2.941365540027618408e-01,3.619337379932403564e-01,2.832344034686684608e-03
1.754401773214340210e-01,3.431204706430435181e-02,3.521834909915924072e-01,3.676108419895172119e-01,6.301159411668777466e-02,7.441876456141471863e-03
6.149356439709663391e-02,1.695224200375378132e-03,4.320274889469146729e-01,1.787845492362976074e-01,3.251107633113861084e-01,8.884232374839484692e-04
3.948359191417694092e-02,1.648195646703243256e-02,6.303103566169738770e-01,2.676486372947692871e-01,4.260862991213798523e-02,3.466898575425148010e-03
8.747296407818794250e-03,8.313105441629886627e-03,2.336819469928741455e-01,7.081618905067443848e-01,3.950334340333938599e-02,1.592439832165837288e-03
1.911232993006706238e-02,1.455956231802701950e-02,2.629685997962951660e-01,6.410235166549682617e-01,5.977814644575119019e-02,2.557881874963641167e-03
1.617362052202224731e-01,6.079196557402610779e-02,2.330540120601654053e-01,4.635607898235321045e-01,6.961122900247573853e-02,1.124574057757854462e-02
2.385651879012584686e-02,2.132788859307765961e-02,1.730621606111526489e-01,7.107977867126464844e-01,6.745418161153793335e-02,3.501477884128689766e-03
1.134262047708034515e-02,9.416007436811923981e-03,2.372760176658630371e-01,6.944047808647155762e-01,4.581961408257484436e-02,1.740931766107678413e-03
1.230596229434013367e-01,1.785839200019836426e-01,2.600022256374359131e-01,2.827775180339813232e-01,1.247979849576950073e-01,3.077868372201919556e-02
9.533509612083435059e-03,9.144621901214122772e-03,1.865218132734298706e-01,7.428926229476928711e-01,5.034811794757843018e-02,1.559318392537534237e-03
1.901500821113586426e-01,1.226192638278007507e-01,2.455362230539321899e-01,3.202369511127471924e-01,9.491357207298278809e-02,2.654392831027507782e-02
3.787319660186767578e-01,1.017960980534553528e-01,2.013568282127380371e-01,2.336838990449905396e-01,6.186855211853981018e-02,2.256263419985771179e-02
1.096657756716012955e-02,9.465558454394340515e-03,2.826966643333435059e-01,6.500222086906433105e-01,4.478486999869346619e-02,2.064115833491086960e-03
1.398783829063177109e-02,1.332830172032117844e-02,3.136977255344390869e-01,6.133454442024230957e-01,4.304484277963638306e-02,2.595843281596899033e-03
1.539968848228454590e-01,1.683591753244400024e-01,3.627907037734985352e-01,1.688735783100128174e-01,1.189102977514266968e-01,2.706934511661529541e-02
