"","cell_ID","LSEC","EPCAM+ cells and cholangiocytes","NK,NKT and T cells","Hepatocytes","B cells","Stellate cells and myofibroblasts"
"409","X408",0,0,0.428064288022112,0.571935711977888,0,0
"410","X409",0,0.0844220286303168,0,0.915577971369683,0,0
"411","X410",0,0.0540298145142074,0.120854017417251,0.825116168068541,0,0
"412","X411",0.696024796715074,0.303975203284926,0,0,0,0
"413","X412",0,0.166214599441174,0.144455971154984,0.689329429403842,0,0
"414","X413",0,0.789979562334883,0.210020437665117,0,0,0
"415","X414",0,0,0.59583927449051,0.40416072550949,0,0
"416","X415",0,0,0.714440531665455,0,0.285559468334545,0
"417","X416",0,0.500530233379191,0,0.499469766620809,0,0
"418","X417",0,0,0,1,0,0
"419","X418",0.433344692134504,0,0,0.566655307865496,0,0
"420","X419",0,0,0.312223429288481,0.687776570711519,0,0
"421","X420",0.129668238872609,0,0,0.870331761127391,0,0
"422","X421",0,0.0635818644496644,0.211104883006365,0.725313252543971,0,0
"423","X422",0,0.0703304000948684,0,0.929669599905132,0,0
"424","X423",0,0,0.139146401338583,0.860853598661417,0,0
"425","X424",0.903005113451939,0,0,0.096994886548061,0,0
"426","X425",0,0,0.15954305439629,0.84045694560371,0,0
"427","X426",0,0.10656549677428,0.4418988312419,0.45153567198382,0,0
"428","X427",0,0,1,0,0,0
"429","X428",0,0.23878328372186,0,0.76121671627814,0,0
"430","X429",0.17795286040629,0,0,0.82204713959371,0,0
"431","X430",0.465569509283231,0.222273107154017,0.230677617903323,0.0814797656594281,0,0
"432","X431",0,0.750582011306832,0.249417988693168,0,0,0
"433","X432",0.0803678475317836,0,0.251735165551231,0.667896986916986,0,0
"434","X433",0,0.0530359572361805,0,0.94696404276382,0,0
"435","X434",0.218233211149754,0,0,0.781766788850246,0,0
"436","X435",0.0600387177178672,0,0.452314201026993,0.48764708125514,0,0
"437","X436",0,0,0.244270510035818,0.755729489964182,0,0
"438","X437",0,0,0,1,0,0
"439","X438",0,0.0837297414899747,0.43169661785353,0.484573640656495,0,0
"440","X439",0,0,0.512167485738551,0.487832514261449,0,0
"441","X440",0,0.341926940095035,0.236045365879574,0.42202769402539,0,0
"442","X441",0,0.505904646796334,0.0814904623660704,0.412604890837596,0,0
"443","X442",0.152666113065494,0,0.359256650386897,0.488077236547609,0,0
"444","X443",0.224267474458802,0.218303180957717,0.456930539587911,0.10049880499557,0,0
"445","X444",0,0,0,1,0,0
"446","X445",0.132785197663431,0.0631046717455228,0.0619404302928491,0.623434234931612,0,0.118735465366584
"447","X446",0.347749081615804,0,0.652250918384196,0,0,0
"448","X447",0.190105960194902,0.267173025594702,0.149146927070763,0.393574087139633,0,0
"449","X448",0,0.0799517789954417,0.144879268901514,0.775168952103045,0,0
"450","X449",0.070688663497631,0.519428970665054,0,0.409882365837315,0,0
"451","X450",0.302680770887684,0.0603428157834439,0.364718340385093,0.272258072943779,0,0
"452","X451",0.515364989717815,0.484635010282185,0,0,0,0
"453","X452",0.521694036094269,0,0,0,0.478305963905731,0
"454","X453",0,0.401268392289704,0.0712966125605301,0,0.527434995149766,0
"455","X454",0.2029088749518,0.7970911250482,0,0,0,0
"456","X455",0,0.36706922284289,0.0555945520359664,0.577336225121144,0,0
"457","X456",0.497513616677839,0.0621465468471578,0,0.440339836475004,0,0
"458","X457",0.232869876338251,0,0.767130123661749,0,0,0
"459","X458",0,0.542967267253312,0,0.457032732746687,0,0
"460","X459",0,0.663947032865364,0.336052967134636,0,0,0
"461","X460",0.300798109232014,0,0.221441253559879,0.477760637208107,0,0
"462","X461",0.21344760287761,0.68216998817622,0.10438240894617,0,0,0
"463","X462",0.486749736785218,0,0.513250263214782,0,0,0
"464","X463",0.496357750127915,0.238822008499488,0.264820241372596,0,0,0
"465","X464",0,0,0.255229711176736,0.215777477980395,0.528992810842869,0
"466","X465",0,0,0.109595094081208,0.890404905918792,0,0
"467","X466",0.18049696484838,0,0,0.81950303515162,0,0
"468","X467",0.652770920006146,0.00614190864855845,0.341087171345296,0,0,0
"469","X468",0.162355503798273,0,0,0.837644496201727,0,0
"470","X469",0.523011490478033,0.148646668046154,0.328341841475814,0,0,0
"471","X470",0.182947164144016,0.767781193204499,0,0.0492716426514858,0,0
"472","X471",0.170421633514341,0.46793583693242,0.361642529553239,0,0,0
"473","X472",0,0.708012132102606,0.0910899629985572,0.200897904898837,0,0
"474","X473",0,0,0.142607473091184,0.857392526908816,0,0
"475","X474",0.143244128482597,0,0.106982200579369,0.749773670938035,0,0
"476","X475",0,0,0.234176224406856,0.765823775593144,0,0
"477","X476",0,0.956527219079385,0,0.0434727809206151,0,0
"478","X477",0.449572606348147,0.089640160981693,0.46078723267016,0,0,0
"479","X478",0,0,0.107122762730729,0.357776518405055,0.535100718864216,0
"480","X479",0,0,0.369601239199357,0.630398760800643,0,0
"481","X480",0,0,0,1,0,0
"482","X481",0,0.210195018061338,0,0.789804981938662,0,0
"483","X482",0.0749598196777043,0,0.121828809906311,0,0.803211370415985,0
"484","X483",0,0,0.39731981838961,0.60268018161039,0,0
"485","X484",0,0.131131715265143,0.868868284734857,0,0,0
"486","X485",0,0.898855963638198,0.101144036361802,0,0,0
"487","X486",0,0,0.574593668237446,0.425406331762554,0,0
"488","X487",0,0.32495203168727,0,0.67504796831273,0,0
"489","X488",0.294268511669506,0,0.107715973820455,0.598015514510039,0,0
"490","X489",0.275923263664533,0.630615409668323,0.0934613266671441,0,0,0
"491","X490",0.20903914830769,0,0.5105253019728,0,0.28043554971951,0
"492","X491",0,0.109318011848833,0,0.890681988151167,0,0
"493","X492",0,0,0.203805509743401,0.796194490256599,0,0
"494","X493",0,0.538136003665473,0.0690608278967184,0.392803168437809,0,0
"495","X494",0,0,1,0,0,0
"496","X495",0.212012617054973,0,0.787987382945026,0,0,0
"497","X496",0.519015495976086,0.234656588396518,0.246327915627395,0,0,0
"498","X497",0,0,0.226876204843328,0.773123795156672,0,0
"499","X498",0,0,0.335967293061245,0.664032706938755,0,0
"500","X499",0,0,0,1,0,0
"501","X500",0,0,0.41630765827601,0.58369234172399,0,0
"502","X501",0,0.225651317102641,0,0.774348682897359,0,0
"503","X502",0.242694225964313,0,0.129904863361421,0.627400910674266,0,0
"504","X503",0,0.708512027781444,0.161749432323388,0.129738539895168,0,0
"505","X504",0,0.641177875428316,0.222506535223046,0,0.136315589348638,0
"506","X505",0,0,0.248303689083993,0.751696310916007,0,0
"507","X506",0,0,0.0625765540612653,0.937423445938735,0,0
"508","X507",0,0.197906197652984,0,0.802093802347016,0,0
"509","X508",0.260900119306681,0,0,0.739099880693319,0,0
"510","X509",0.172475432973985,0.518276065065033,0.309248501960983,0,0,0
"511","X510",0.702759113153641,0,0,0.297240886846359,0,0
"512","X511",0,0.394479407039628,0.0726623307857239,0.532858262174648,0,0
"513","X512",0,0,0.381859342619038,0.618140657380962,0,0
"514","X513",0.0458972780328962,0.046529188404644,0,0.271772237543252,0.635801296019208,0
"515","X514",0,0,0.285832440466233,0.714167559533767,0,0
"516","X515",0.360058201177225,0,0.0787477898217726,0.561194009001003,0,0
"517","X516",0,0.056882764514985,0.155821082858606,0.787296152626409,0,0
"518","X517",0,0.444717195886358,0,0.555282804113642,0,0
"519","X518",0.368385030031144,0,0,0.631614969968856,0,0
"520","X519",0,0.0860934725752793,0.112153118075497,0.801753409349224,0,0
"521","X520",0,0,0.209549041811247,0.790450958188753,0,0
"522","X521",0.0970352392368659,0,0,0.902964760763134,0,0
"523","X522",0.652432653839763,0.0443923073343724,0.1175231280887,0.185651910737165,0,0
"524","X523",0,0,0,1,0,0
"525","X524",0,0,0.276957568767064,0.723042431232936,0,0
"526","X525",0,0.833245970503647,0,0.166754029496353,0,0
"527","X526",0.203786009694432,0.143999993642938,0,0.652213996662629,0,0
"528","X527",0,0,0,1,0,0
"529","X528",0,0,0.319012204439079,0.680987795560921,0,0
"530","X529",0,0.0555114854159753,0.23748476675861,0.707003747825415,0,0
"531","X530",0.42423474605525,0,0.132594115490106,0.443171138454644,0,0
"532","X531",0,0,0,1,0,0
"533","X532",0.395030248231677,0,0.0761130715144205,0.528856680253903,0,0
"534","X533",0,0,0.368974673808165,0.631025326191835,0,0
"535","X534",0.631531091773811,0.192318942393005,0.176149965833185,0,0,0
"536","X535",0.246598132509353,0,0.368436455450268,0.384965412040379,0,0
"537","X536",0,0,0.301463072325282,0.698536927674718,0,0
"538","X537",0.339913292833388,0.0683501739210366,0.220585181525713,0.371151351719862,0,0
"539","X538",0,0.161414532638219,0,0.838585467361782,0,0
"540","X539",0,0.600033129632184,0.0817528048040548,0.318214065563761,0,0
"541","X540",0.248636457187446,0,0.197574253689203,0.55378928912335,0,0
"542","X541",0.163755349429345,0,0,0.107184872664292,0.729059777906362,0
"543","X542",0,0.590672029640646,0.409327970359354,0,0,0
"544","X543",0,0.289764303717854,0.16347253086756,0.546763165414586,0,0
"545","X544",0,0.486407167741918,0.06242249334004,0.451170338918042,0,0
"546","X545",0.353907141683942,0.646092858316058,0,0,0,0
"547","X546",0,0.158751416580321,0.0732026659231207,0.768045917496558,0,0
"548","X547",0.349456284515535,0.0669783796074813,0.272261472096,0,0.311303863780983,0
"549","X548",0,0,0.299942057518712,0.700057942481288,0,0
"550","X549",0,0,0.282002446981435,0.717997553018565,0,0
"551","X550",0.285893547604638,0.598829013801623,0,0.115277438593738,0,0
"552","X551",0,0,0.345447809097016,0.654552190902984,0,0
"553","X552",0.299293506563566,0.144899587173056,0.109807471412669,0.445999434850709,0,0
"554","X553",0,0.828438458266638,0.171561541733362,0,0,0
"555","X554",0,0,0.314703867178344,0.685296132821656,0,0
"556","X555",0,0,0.439284208705112,0.560715791294888,0,0
"557","X556",0,0.315840672016394,0,0.684159327983606,0,0
"558","X557",0,0.204030035263814,0.10359838620765,0.126518569996466,0.565853008532069,0
"559","X558",0.104823419129363,0.0557951822818813,0.154196003613683,0.685185394975073,0,0
"560","X559",0.0814947082772785,0.463017134622877,0,0.455488157099844,0,0
"561","X560",0,0.187914662944394,0,0.442299251238528,0.369786085817078,0
"562","X561",0.0626753526633203,0.140409555573797,0.105331864104356,0.691583227658527,0,0
"563","X562",0,0.488355325477299,0.318258175918529,0.193386498604172,0,0
"564","X563",0,0.45988381896916,0.0547493079434057,0.485366873087434,0,0
"565","X564",0.398806564526648,0.255598730735368,0.345594704737984,0,0,0
"566","X565",0,0,0,1,0,0
"567","X566",0,0.618634554328221,0.202603479428363,0.178761966243416,0,0
"568","X567",0.351414599874405,0.540555215063354,0.108030185062241,0,0,0
"569","X568",0.234953476415619,0.0713946378172081,0.0599386954250171,0.633713190342156,0,0
"570","X569",0,0.753856068991499,0.246143931008501,0,0,0
"571","X570",0,0.62202424190418,0.37797575809582,0,0,0
"572","X571",0.24025263935642,0,0.224600154646409,0.535147205997171,0,0
"573","X572",0.375180504026796,0.0534861652867946,0.133161925802896,0.438171404883513,0,0
"574","X573",0,0.765094025340942,0.182951760038275,0.0519542146207832,0,0
"575","X574",0,0,0.4549540470929,0.5450459529071,0,0
"576","X575",0.297323093038461,0.0269830892411741,0.355259923898306,0.320433893822059,0,0
"577","X576",0.784558455808333,0,0.215441544191667,0,0,0
"578","X577",0.352315246135531,0.584201178959449,0,0.06348357490502,0,0
"579","X578",0.419816254390112,0.538793958911939,0,0.0413897866979491,0,0
"580","X579",0,0,0.11383029118788,0.54800578252252,0.3381639262896,0
"581","X580",0,0.723752395644481,0.276247604355519,0,0,0
"582","X581",0,0.1838563019951,0,0.8161436980049,0,0
"583","X582",0,0,0.487046754849106,0.512953245150894,0,0
"584","X583",0,0.118919974936043,0.437486578779517,0.44359344628444,0,0
"585","X584",0,0.24513281049277,0,0.5152820099855,0.239585179521731,0
"586","X585",0,0,0.344681855656952,0.655318144343048,0,0
"587","X586",0,0.650637780601257,0.0892029805016378,0.260159238897105,0,0
"588","X587",0,0,0.163035255107673,0.836964744892327,0,0
"589","X588",0.769583057549188,0,0.230416942450812,0,0,0
"590","X589",0.21238881575197,0.105625832072328,0.1611790768409,0.520806275334802,0,0
"591","X590",0.13389094639174,0.181852174362138,0,0.369895223090687,0.314361656155436,0
"592","X591",0,0,0.381372827349622,0.618627172650378,0,0
"593","X592",0.15753434579004,0,0.111363131464012,0,0.731102522745948,0
"594","X593",0,0.765550145909599,0.234449854090401,0,0,0
"595","X594",0,0.0659657195988282,0.32172897893801,0.612305301463162,0,0
"596","X595",0.0554275197246223,0.944572480275378,0,0,0,0
"597","X596",0.259287130336431,0,0.12081759286552,0.619895276798049,0,0
"598","X597",0,0.730864916231559,0.269135083768441,0,0,0
"599","X598",0.890071544105335,0,0.109928455894665,0,0,0
"600","X599",0.207346983811012,0,0.1437238933984,0.648929122790588,0,0
"601","X600",0,0.44457925924451,0,0.55542074075549,0,0
"602","X601",0.153822298843863,0,0.206901401007906,0.639276300148231,0,0
"603","X602",0,0.200161401459043,0,0.799838598540957,0,0
"604","X603",0.357739057525167,0.0480392839823547,0.498373314516403,0.0958483439760749,0,0
"605","X604",0.170844900098329,0,0.059686943062974,0.14622015012399,0.623248006714707,0
"606","X605",0,0,0.244303752870265,0,0.755696247129735,0
"607","X606",0,0.077043713156576,0.157108581939932,0.765847704903493,0,0
"608","X607",0,0.409877777415831,0.0915552075305195,0.498567015053649,0,0
"609","X608",0,0.89599281108508,0.10400718891492,0,0,0
"610","X609",0,0,0.171940521396885,0.828059478603116,0,0
"611","X610",0.0935727347082921,0.192500701921015,0,0.713926563370693,0,0
"612","X611",0.36943021508593,0,0.63056978491407,0,0,0
"613","X612",0,0,0.299060393827675,0.700939606172325,0,0
"614","X613",0,0.0860736291037811,0.26614315035956,0.647783220536659,0,0
"615","X614",0,0.049668391497451,0.0737221634787219,0.509887154623209,0.366722290400618,0
"616","X615",0,0.296832582401711,0,0.199245463243291,0.503921954354999,0
"617","X616",0,0.600283220257001,0,0.399716779742999,0,0
"618","X617",0,0.0542665936863511,0.335595382782616,0.610138023531033,0,0
"619","X618",0,0.643019482561258,0.2419770250983,0.115003492340442,0,0
"620","X619",0,0,0.0934446512315629,0.906555348768437,0,0
"621","X620",0.159524523795853,0.682562531219695,0,0.157912944984452,0,0
"622","X621",0,0.399231329355885,0,0,0.600768670644115,0
"623","X622",0,0.0487245368934782,0,0.951275463106522,0,0
"624","X623",0.283989576531295,0.027516904242214,0.559257760065277,0,0.129235759161214,0
"625","X624",0,0.874133758387212,0,0.125866241612788,0,0
"626","X625",0,0,0.340402559998902,0,0.659597440001098,0
"627","X626",0,0,0.107845241784746,0.892154758215254,0,0
"628","X627",0,0.735630704572062,0.264369295427938,0,0,0
"629","X628",0,0.819471284703377,0.180528715296623,0,0,0
"630","X629",0,0,0.17292220068637,0.82707779931363,0,0
"631","X630",0.139822556891928,0,0.1471422221089,0.713035220999173,0,0
"632","X631",0,0.0531897525171298,0.159020977144778,0.787789270338092,0,0
"633","X632",0,0,0.469788380779882,0.530211619220118,0,0
"634","X633",0,0.909777667526448,0.0902223324735515,0,0,0
"635","X634",0,0,0.314879401593521,0.685120598406479,0,0
"636","X635",0.424201601637704,0,0.264671560572942,0.311126837789353,0,0
"637","X636",0,0.342178658605125,0.0721711654720094,0.585650175922866,0,0
"638","X637",0,0,0.125453879971256,0.33723416248434,0.537311957544404,0
"639","X638",0.635333341696833,0,0.364666658303167,0,0,0
"640","X639",0.492162841069453,0.507837158930547,0,0,0,0
"641","X640",0,0,0.243714458981085,0.756285541018915,0,0
"642","X641",0.171163255674497,0,0.183785182792132,0.645051561533371,0,0
"643","X642",0,0,1,0,0,0
"644","X643",0.71577460685126,0,0.28422539314874,0,0,0
"645","X644",0.210954493091425,0.18849459359856,0.0429445972854649,0.557606316024551,0,0
"646","X645",0.138603978889135,0,0,0.861396021110865,0,0
"647","X646",0,0,0.110707295186022,0.889292704813978,0,0
"648","X647",0,0,1,0,0,0
"649","X648",0,0.0521247804219325,0.365036563715482,0.582838655862585,0,0
"650","X649",0.579610203304159,0,0.420389796695841,0,0,0
"651","X650",0,0.775887475551484,0,0.224112524448516,0,0
"652","X651",0.127593416045842,0.114402865254669,0.121796775502618,0.636206943196871,0,0
"653","X652",0,0,0,0.65993086185951,0.34006913814049,0
"654","X653",0.512637055568253,0.0356042098846152,0.451758734547132,0,0,0
"655","X654",0.331884991239579,0.0559260236971335,0.361837641494764,0.250351343568524,0,0
"656","X655",0.0551575116963126,0.827509708124389,0.117332780179298,0,0,0
"657","X656",0,0.125423022408469,0.194194425502688,0.680382552088843,0,0
"658","X657",0,0.0632853955021843,0.0884528854096302,0.848261719088185,0,0
"659","X658",0,0,0.179141620814944,0.820858379185056,0,0
"660","X659",0,0.557657829973109,0.135573352444134,0.306768817582758,0,0
"661","X660",0,0,0.736199712681418,0.263800287318582,0,0
"662","X661",0,0,0.51279646597915,0.48720353402085,0,0
"663","X662",0,0.766920330136598,0,0.233079669863402,0,0
"664","X663",0.548391134125135,0.451608865874865,0,0,0,0
"665","X664",0,0,0,0.748281102303372,0.251718897696628,0
"666","X665",0,0.207710407991767,0.25260553469242,0.539684057315813,0,0
"667","X666",0,0.0699271109940328,0.161223254559496,0.768849634446472,0,0
"668","X667",0.162604700284659,0.264831350369548,0.0428046219490145,0,0.529759327396779,0
"669","X668",0,0.670835129277046,0.329164870722954,0,0,0
"670","X669",0,0,0,1,0,0
"671","X670",0.385128801634645,0,0,0.614871198365355,0,0
"672","X671",0.278415382446136,0,0,0.721584617553864,0,0
"673","X672",1,0,0,0,0,0
"674","X673",0.204138963759788,0.464071939845563,0.127689057198328,0.204100039196321,0,0
"675","X674",0.446145143420318,0.437999854060451,0.115855002519231,0,0,0
"676","X675",0.468605293178304,0,0.179453969124662,0.351940737697034,0,0
"677","X676",0.923526640378238,0,0.0764733596217616,0,0,0
"678","X677",0.13156823681657,0.0617233013568863,0,0.806708461826544,0,0
"679","X678",0.41375354839376,0,0.586246451606241,0,0,0
"680","X679",0,0.434730966121887,0.565269033878113,0,0,0
"681","X680",0,0,0.300504088279563,0.699495911720437,0,0
"682","X681",0.041191054736629,0,0.313490196642718,0,0.645318748620653,0
"683","X682",0.231474900616531,0,0,0.768525099383469,0,0
"684","X683",0,0.389269222413865,0.202069443022748,0.408661334563387,0,0
"685","X684",0,0,0.269003137620317,0.730996862379683,0,0
"686","X685",0.137406093061801,0.0788302882433851,0,0.4830010687728,0.224369509158554,0.0763930407634604
"687","X686",0,0,0.184537192466694,0.815462807533305,0,0
"688","X687",0.127036589325636,0.0991338896186163,0.0684922142539227,0.705337306801824,0,0
"689","X688",0,0.577498348924669,0.422501651075331,0,0,0
"690","X689",0,0.308761457962863,0.121564210862585,0.569674331174551,0,0
"691","X690",0.345222278739691,0,0.455789761957739,0.141338390151983,0.0576495691505866,0
"692","X691",0,0,0.188451252998408,0.811548747001592,0,0
"693","X692",0.34415042078532,0,0.0776987055154462,0.578150873699234,0,0
"694","X693",0,0.34561811755366,0,0.654381882446341,0,0
"695","X694",0,0.421850109116205,0.114316449624017,0.463833441259778,0,0
"696","X695",0.267327704676819,0.430682563157698,0.301989732165483,0,0,0
"697","X696",0,0,0.19923998407223,0.80076001592777,0,0
"698","X697",0.0548825207752717,0.423874553631998,0.0408817129367085,0.480361212656022,0,0
"699","X698",0,0,0,1,0,0
"700","X699",0.10336012209213,0,0.162031428895608,0.734608449012263,0,0
"701","X700",0,0,0.278654637495254,0.721345362504746,0,0
"702","X701",0,0.119644157582531,0.0956070395167577,0.784748802900711,0,0
"703","X702",0,0.187266310409457,0.10678768289913,0.705946006691414,0,0
"704","X703",0,0.398706050404576,0.349309030612388,0.251984918983035,0,0
"705","X704",0,0,0.48294444108219,0.51705555891781,0,0
"706","X705",0.0769254232914404,0.503284848992904,0.080760930679331,0.339028797036324,0,0
"707","X706",0.822782931433048,0,0.177217068566952,0,0,0
"708","X707",0,0.420105408786288,0,0.579894591213712,0,0
"709","X708",0.279752801752868,0.0931607740954031,0,0.627086424151729,0,0
"710","X709",0,0.544644278544286,0.297286315331215,0.158069406124499,0,0
"711","X710",0.128367419236214,0.290469851446708,0.085251917370423,0,0.495910811946655,0
"712","X711",0.41002624127952,0,0.58997375872048,0,0,0
"713","X712",0,0.287528355405636,0.525202168728842,0.187269475865521,0,0
"714","X713",0.138364123495789,0,0.076148315246374,0.43012769730618,0.355359863951657,0
"715","X714",0,0.208950727108704,0,0.204435631218069,0.586613641673227,0
"716","X715",0.166393082308422,0,0,0.833606917691578,0,0
"717","X716",0.40006412769736,0,0,0.59993587230264,0,0
"718","X717",0,0,0.182707647181778,0.817292352818222,0,0
"719","X718",0,0.951286285529424,0,0.0487137144705757,0,0
"720","X719",0,0.199273654327776,0,0.800726345672224,0,0
"721","X720",0,0,0.45644737773348,0.54355262226652,0,0
"722","X721",0.592741879204436,0,0.407258120795564,0,0,0
"723","X722",0,0,0.466546115486027,0.533453884513973,0,0
"724","X723",0,0.177023088869033,0.174269208075446,0.648707703055521,0,0
"725","X724",0,0.0670352422433322,0.230253267302308,0.702711490454359,0,0
"726","X725",0,0.335895242122387,0.488780522816466,0.175324235061148,0,0
"727","X726",0,0.232468109362054,0.3365107756085,0.431021115029446,0,0
"728","X727",0.117846948935649,0,0.347301162338338,0.534851888726013,0,0
"729","X728",0.454232561324601,0.199824662613754,0,0.345942776061644,0,0
"730","X729",0.0533661078429739,0.0535733631609831,0,0.58655035107399,0,0.306510177922053
"731","X730",0.123112860999211,0.636449020474045,0.134680098846669,0.105758019680075,0,0
"732","X731",0,0.356460311217849,0.19709290383701,0.44644678494514,0,0
"733","X732",0,0.373070405178514,0.626929594821486,0,0,0
"734","X733",0.713208079526179,0,0.286791920473821,0,0,0
"735","X734",0.281664010086869,0.288109341064326,0.147815279487304,0,0.282411369361501,0
"736","X735",0.414149984577047,0,0,0.585850015422953,0,0
"737","X736",0,0,0,1,0,0
"738","X737",0,0.0548119667712768,0,0.945188033228723,0,0
"739","X738",0.804237415344069,0,0.195762584655931,0,0,0
"740","X739",0.232597234652445,0,0.691301508410963,0.0761012569365917,0,0
"741","X740",0,0.407933791547049,0,0,0.592066208452951,0
"742","X741",0,0.107008282014105,0,0.892991717985895,0,0
"743","X742",0.2299409557857,0,0,0.7700590442143,0,0
"744","X743",0,0.105194058744711,0.366939206538041,0.527866734717249,0,0
"745","X744",0,0.81359867275189,0,0.18640132724811,0,0
"746","X745",0.0485933853865664,0,0,0.142131925507473,0.80927468910596,0
"747","X746",0,0.31083984061129,0,0.68916015938871,0,0
"748","X747",0.399143110166066,0.0751375090686519,0.373687067844273,0.152032312921009,0,0
"749","X748",0.315093777561804,0.0886005042612534,0.169719321974903,0.426586396202039,0,0
"750","X749",0.0631263977290917,0,0.155857300932475,0,0.781016301338434,0
"751","X750",0,0,0.207756024352222,0.792243975647778,0,0
"752","X751",0,0,0,1,0,0
"753","X752",0.187516475391729,0.184642710312996,0,0.627840814295274,0,0
"754","X753",0.577872982187297,0,0.422127017812703,0,0,0
"755","X754",0,0,0.223842019556497,0,0.776157980443503,0
"756","X755",0,0,0,1,0,0
"757","X756",0.14729652360486,0.10091735156277,0,0.75178612483237,0,0
"758","X757",0.177372098375084,0.176108460961145,0,0.560394853742082,0,0.0861245869216888
"759","X758",0.158691848422439,0,0,0.841308151577561,0,0
"760","X759",0,0,0.289373060137088,0.710626939862912,0,0
"761","X760",0,0.112094196097387,0.0938704949318647,0.666011665267699,0.128023643703049,0
"762","X761",0,0.0572485087177096,0.202560070144219,0.740191421138072,0,0
"763","X762",0.445946063997919,0,0,0.554053936002081,0,0
"764","X763",0,0,0.799819977764223,0.200180022235777,0,0
"765","X764",0,0.0542522176195313,0.122966608504334,0.822781173876135,0,0
"766","X765",0.0968684099319445,0.733440785066106,0,0.169690805001949,0,0
"767","X766",0,0.343772921333129,0,0.504746835940643,0.151480242726228,0
"768","X767",0.507590675085615,0.0636830386593226,0,0.428726286255062,0,0
"769","X768",0.0817423068002079,0.656877671017493,0,0.261380022182299,0,0
"770","X769",0.143702635714891,0,0,0.856297364285109,0,0
"771","X770",0.455726165242027,0.117013150884137,0.427260683873836,0,0,0
"772","X771",0,0,0.366403368291701,0.633596631708299,0,0
"773","X772",0,0,0.154486439747256,0.845513560252744,0,0
"774","X773",0.370678518278603,0,0.202538520176631,0.426782961544766,0,0
"775","X774",0,0.585588422102744,0.414411577897256,0,0,0
"776","X775",0,0.692863791377772,0,0.20984967825007,0,0.0972865303721583
"777","X776",0,0,0.616970418152393,0.383029581847607,0,0
"778","X777",0,0.774276184699793,0,0.225723815300207,0,0
"779","X778",0,0,0.100972874244749,0.497367461136571,0.401659664618679,0
"780","X779",0.210326747518559,0,0.291755284852027,0.497917967629414,0,0
"781","X780",0,0,0.257183589802991,0.742816410197009,0,0
"782","X781",0,0.0576222407061874,0.159267982126347,0.783109777167466,0,0
"783","X782",0,0.168420113454355,0,0.831579886545645,0,0
"784","X783",0,0,0.923089668580092,0.0769103314199084,0,0
"785","X784",0,0,0.171888800995289,0,0.828111199004712,0
"786","X785",0.518653787058591,0.169152098529362,0,0.312194114412046,0,0
"787","X786",0.113654951179425,0,0,0.886345048820575,0,0
"788","X787",0.3955104171123,0.0819559291795689,0.201081362683137,0.321452291024994,0,0
"789","X788",0,0.223135840701392,0,0.776864159298608,0,0
"790","X789",0.158065062238196,0,0,0.228999331089124,0.612935606672679,0
"791","X790",0.267365668658463,0.0998775485043348,0.383382493765004,0.249374289072198,0,0
"792","X791",0.589825186552116,0,0.410174813447884,0,0,0
"793","X792",0,0,0.250080316155466,0.749919683844533,0,0
"794","X793",0.177632383139718,0,0,0.822367616860281,0,0
"795","X794",0.552995134464049,0.384064135522252,0.0629407300136986,0,0,0
"796","X795",0,0,0,1,0,0
"797","X796",0.207113606416651,0.0837616989455511,0,0.709124694637797,0,0
"798","X797",0,0.453492452478303,0.135901906654492,0,0.410605640867206,0
"799","X798",0,0.0788064373619298,0.159991431706901,0.502456291912048,0.258745839019121,0
"800","X799",0.322541439044344,0.575411571865181,0.102046989090475,0,0,0
"801","X800",0,0,0,1,0,0
"802","X801",0,0.0947936307750858,0.154056372522283,0.751149996702631,0,0
"803","X802",0.171054629161264,0.0937997554555602,0,0.735145615383176,0,0
"804","X803",0.0760000942260658,0,0.105326647773458,0.818673258000476,0,0
"805","X804",0,0.200392630008915,0.157903358281448,0.641704011709637,0,0
"806","X805",0,0.0589875374286952,0.10949312991182,0.831519332659485,0,0
"807","X806",0.124468908238299,0.210900919114243,0,0.19293891089184,0.471691261755618,0
"808","X807",0,0.500091729407533,0,0.499908270592467,0,0
"809","X808",0,0.0895280428279796,0.0697109125511451,0.840761044620875,0,0
"810","X809",0.143846345230691,0.265187438609228,0,0.590966216160082,0,0
"811","X810",0.0945868349699663,0.905413165030034,0,0,0,0
"812","X811",0,0,0.161064705205936,0.838935294794064,0,0
"813","X812",0.217987183770969,0,0,0.782012816229031,0,0
"814","X813",0.301650716506154,0.0710420347340422,0.195316509632022,0.431990739127782,0,0
"815","X814",0,0,0.324925004160605,0.675074995839395,0,0
"816","X815",0,0.242415161287395,0.0524546196419038,0,0.705130219070701,0
"817","X816",0,0.214577783766225,0.0815965124196094,0.703825703814166,0,0
"818","X817",0.384798376438539,0.542384110045759,0,0.0728175135157014,0,0
"819","X818",0.485365143643351,0.514634856356649,0,0,0,0
"820","X819",0,0,0.201085570681082,0.798914429318918,0,0
"821","X820",0.197572420761486,0.0624849916271753,0.334998199387782,0.404944388223556,0,0
"822","X821",0,0.569021763273088,0.182415212115951,0.24856302461096,0,0
"823","X822",0.601431293594875,0.0761324392430416,0.0789224815963121,0.243513785565772,0,0
"824","X823",0,0.122072546030638,0.212601574949803,0.665325879019558,0,0
"825","X824",0,0.14547962548385,0,0.85452037451615,0,0
