"","LSEC","EPCAM+ cells and cholangiocytes","NK,NKT and T cells","Hepatocytes","B cells","Stellate cells and myofibroblasts"
"X497",0.00436396071759459,0.0621318203062757,0.336292192898626,0.589742991460229,0.00401041112416983,0.00345862349310457
"X498",0.0756632954206883,0.0374414483341948,0.370515521169577,0.501922208232724,0.00545922795394972,0.00899829888886617
"X499",0.00262527607761473,0.0425979719311284,0.0572808823550642,0.891612120243811,0.0026426558657224,0.00324109352665892
"X500",0.0201289524213935,0.0213857537414792,0.612082747567233,0.334493029253096,0.00679447619854927,0.00511504081824924
"X501",0.0147500331828805,0.29984527454119,0.00942480163102698,0.66876307430853,0.00112852034526513,0.00608829599110749
"X502",0.29621450191711,0.0264886324336032,0.248936979325885,0.399982626321334,0.0216009455389832,0.0067763144630843
"X503",0.0224362636790725,0.499194797609627,0.337943261101182,0.124575141066006,0.0147059355582895,0.00114460098582274
"X504",0.0341334821823067,0.492658872670401,0.411066670100864,0.00115679510054731,0.0431499001499459,0.017834279795935
"X505",0.0108435866926457,0.0482267553381789,0.273640500405261,0.659678356975992,0.00313866620302138,0.00447213438490121
"X506",0.00554816128857825,0.0575588154508985,0.116416848477681,0.808726047328759,0.00167579797607179,0.0100743294780119
"X507",0.039351022275139,0.189919194810046,0.0837947394881922,0.66900543506196,0.002229908520359,0.0156996998443044
"X508",0.269777439034921,0.0615459296443022,0.155268136162706,0.496673227130619,0.00311519960452233,0.0136200684229299
"X509",0.167129957554988,0.348390155981196,0.380914633081427,0.0251948654284812,0.0253431782508906,0.0530272097030176
"X510",0.76135703140933,0.0233011333108596,0.00570534686275584,0.167035445015874,0.0155391337042672,0.0270619096969135
"X511",0.0302575906520903,0.383123000460636,0.104432477764667,0.457153348986705,0.0123284675711195,0.0127051145647816
"X512",0.00823388458898624,0.0318603529602037,0.589900619454956,0.359114245162744,0.00745239484458498,0.00343850298852518
"X513",0.167950827283945,0.0321558064485257,0.00872013739749636,0.275283977886605,0.496770991435863,0.0191182595475656
"X514",0.0309982977494189,0.0200170395319872,0.425473008036331,0.487242346510189,0.0252323608832394,0.0110369472888345
"X515",0.350440287483629,0.0410849306277028,0.0574093489533642,0.40566291766203,0.0306295845603859,0.114772930712889
"X516",0.0348363560327819,0.157099437107259,0.222025176183243,0.559098476975708,0.00599896757874344,0.0209415861222654
"X517",0.0245799449302332,0.419069942347146,0.010821657307559,0.519958791707216,0.000349141008499052,0.0252205226993464
"X518",0.384964173532432,0.0367583944123144,0.100395809596743,0.463685603190609,0.00521724782625029,0.00897877144165149
"X519",0.0623564443012222,0.0827228881794394,0.138403511663232,0.702602150617006,0.00496741293790813,0.00894759230119197
"X520",0.00390882232381237,0.0100215552508837,0.3202757188453,0.660364923408302,0.000324477499769087,0.00510450267193245
"X521",0.0696335633584538,0.0543177683919919,0.0676511330708606,0.787943473953428,0.00188153825341382,0.0185725229718513
"X522",0.590174990670328,0.0297368593625242,0.246406813043427,0.0907731048976331,0.0250092542279575,0.0178989777981308
"X523",0.014830363420794,0.109876182771302,0.0100620526325092,0.849836145962281,0.00246686494912825,0.0129283902639862
"X524",0.0198595336637415,0.062191345546489,0.366980931480563,0.534908927885526,0.00363025600223374,0.0124290054214465
"X525",0.157911560794885,0.553552577140552,0.0402381247821559,0.220927763840117,0.0071543759212088,0.0202155975210813
"X526",0.204960407383652,0.208814343426533,0.103658053223819,0.449074920210629,0.00885272937307017,0.0246395463822961
"X527",0.0026181299805387,0.0303491061167455,0.130849700802523,0.832864316697421,0.00160049442055827,0.00171825198221297
"X528",0.0163578879842452,0.0249841964192533,0.481349581189389,0.470570335021266,0.00285382981534217,0.00388416957050469
"X529",0.00789109159278134,0.0590269806280628,0.284064681704214,0.63621115455067,0.00777520783356524,0.00503088369070699
"X530",0.335718661600179,0.0189841895444876,0.273219794319601,0.328344162165146,0.0266135402569067,0.0171196521136795
"X531",0.0348650430560641,0.0479523680389671,0.0342752328227088,0.869049586006022,0.00351042207318404,0.0103473480030535
"X532",0.434320419515135,0.025711763442135,0.150057720500922,0.359688248957316,0.0118209613418136,0.0184008862426785
"X533",0.0217102195061734,0.0415407616954506,0.486608766805096,0.433975263918026,0.00896564347079061,0.00719934460446346
"X534",0.467912605869579,0.149229734110822,0.274220738032601,0.00129369353880323,0.0612263846638905,0.0461168437843047
"X535",0.263128575778368,0.0218510732609707,0.464543961906144,0.237813621128682,0.00454145811791249,0.00812130980792328
"X536",0.0272826934440702,0.00814758285793513,0.49349286312733,0.463743089428885,0.00166100264796516,0.00567276849381428
"X537",0.329585659756525,0.0531588634904942,0.306892277130014,0.246414070607041,0.0216426621111684,0.0423064669047581
"X538",0.00835964018144572,0.151322102015264,0.088980931877968,0.72808585421003,0.00257706260468142,0.0206744091106107
"X539",0.0242452959157627,0.482224314575768,0.161266198402957,0.247885083525237,0.0319158434974988,0.0524632640827767
"X540",0.289674559968357,0.0202739434582954,0.338209050051337,0.32064221425712,0.00532355426643898,0.0258766779984513
"X541",0.316759303850025,0.0213846828604717,0.090267918149831,0.13721359793773,0.422672116037368,0.0117023811645747
"X542",0.0381753711671812,0.372390104197461,0.533802070365185,0.000180074516135563,0.0182078335395325,0.0372445462145046
"X543",0.0399155045281254,0.220820115608999,0.228079020415477,0.470505988621348,0.0135383220301721,0.0271410487958784
"X544",0.0815515311621716,0.34697096288344,0.187183541783983,0.347960471104304,0.0180168749599212,0.01831661810618
"X545",0.358691880058798,0.496582293566585,0.0313314305005456,0.0414619227891493,0.015204853007769,0.0567276200771532
"X546",0.0176032711469513,0.166857057152987,0.118379591337829,0.681371568834616,0.00324412998846138,0.0125443815391554
"X547",0.421384885521123,0.000429138094279247,0.411599685640489,0.000131247943688226,0.156651219530164,0.00980382327025621
"X548",0.0185199350479323,0.045262402201936,0.359376855049645,0.539789303464305,0.0111667205029616,0.0258847837332194
"X549",0.0623304796472616,0.0567339168969403,0.405611200189579,0.461937177226163,0.00692929632709683,0.00645792971295969
"X550",0.283554270964736,0.484237613158331,0.0289303437796516,0.11294905067763,0.0206098588057527,0.069718862613898
"X551",0.0265029199511831,0.0318358359265788,0.475919262439997,0.449499169684265,0.00758321202324801,0.00865959997472854
"X552",0.226981852447159,0.154148661887213,0.191332867495076,0.354985058421841,0.00309643143916868,0.0694551283095415
"X553",0.0881823107840597,0.641567766244952,0.247026742983047,0.00851913622725135,0.00514421312941838,0.00955983063127157
"X554",0.0151489618864682,0.0579376032552037,0.388346750067885,0.498264855840552,0.00202553925269929,0.0382762896971921
"X555",0.034096056688845,0.0204631565236327,0.675246839745693,0.264831863391786,0.0031494643155233,0.00221261933451996
"X556",0.0238377242035912,0.343587004988691,0.0194659887817014,0.566864986399833,0.00174096268626541,0.0445033329399178
"X557",0.0713709511526353,0.19425533050265,0.369200705608427,0.110364998763504,0.254050645200829,0.000757368771954726
"X558",0.0936356652229626,0.0438165399594906,0.198465945552331,0.601850841796231,0.024923781309871,0.0373072261591142
"X559",0.0989579940275149,0.390918765906875,0.0170980132392658,0.471383559864886,0.00424986339670483,0.0173918035647534
"X560",0.0221257282907106,0.2482013249536,0.0670089660725437,0.587776187540055,0.0596303859678863,0.0152574071752049
"X561",0.0932301429358623,0.262099872445064,0.163826545742333,0.463417070094459,0.00400658043856023,0.0134197883437214
"X562",0.0374754198300466,0.295600713429701,0.495645278387302,0.146392464987938,0.00867315275343239,0.0162129706115795
"X563",0.0145945615688755,0.462836420457546,0.0781780273426597,0.423116345620048,0.00625525688631683,0.0150193881245548
"X564",0.260972997095299,0.211220237225495,0.481617428673758,0.000274541007593009,0.00988886015251155,0.0360259358453432
"X565",0.0845713722266754,0.0737754771264197,0.0689885016883843,0.736603028290359,0.0132192345555705,0.022842386112591
"X566",0.056187360720581,0.409847837848768,0.326470078832394,0.162412984343672,0.0121370235297674,0.0329447147248175
"X567",0.301369046359482,0.404289620267056,0.234232181046243,0.00397676708590073,0.0169003309084742,0.0392320543328433
"X568",0.260433166772892,0.134866377736911,0.0593264478332169,0.497618403445378,0.0136020549530232,0.0341535492585793
"X569",0.167492703355095,0.537591054615543,0.134464161477581,0.0950443312327151,0.0308648472104598,0.034542902108606
"X570",0.106490465313024,0.363050850170116,0.488991128079705,0.0138401951213119,0.0137181145954253,0.0139092467204174
"X571",0.253137470556356,0.0265815231979144,0.333568291932389,0.350150194186527,0.00513648930501754,0.0314260308217962
"X572",0.345158583649732,0.0398036459978163,0.235537184807326,0.317162629916618,0.0183252540112459,0.0440127016172615
"X573",0.0620475641468008,0.441020909865687,0.311214529168151,0.0921394202658826,0.0560432414927839,0.037534335060695
"X574",0.0761846530381958,0.0688902848817271,0.541650394769644,0.291082277786347,0.019130948400054,0.00306144112403215
"X575",0.352108361870955,0.0244536575807853,0.318577594161425,0.237253437285723,0.031689569370972,0.0359173797301394
"X576",0.585037666141905,0.000417580062461544,0.256922352604115,2.59940817804446e-07,0.124974645628367,0.0326474956223337
"X577",0.398259472446928,0.411674759677038,0.020995249056875,0.0959976478051781,0.0492212133379399,0.0238516576760415
"X578",0.538455838830805,0.318861246954446,0.0326514306537115,0.0484198066548689,0.0113771974046614,0.0502344795015076
"X579",0.0250541449685454,0.0471795308589959,0.295348865487839,0.524235557448739,0.0981698670621307,0.0100120341737499
"X580",0.0728801258746635,0.585816601691297,0.292802763313454,0.0109168376151621,0.0261582618941311,0.0114254096112922
"X581",0.0052760261324873,0.142265870367306,0.0875426995277569,0.750256190150108,0.001486535834233,0.0131726779881098
"X582",0.00612082728208331,0.00333299782153282,0.647097243154013,0.335823691845576,0.00301880651324874,0.0046064333835468
"X583",0.0507949279849939,0.172242565510605,0.482323929731638,0.276016498482062,0.0118827285909676,0.00673934969973337
"X584",0.0272197386090763,0.182154416515509,0.108247750447871,0.615506008387211,0.0500377050736356,0.0168343809666966
"X585",0.0125645000189247,0.0309513148443568,0.436233467814122,0.511093783808902,0.00393992770746033,0.00521700580623404
"X586",0.0448250650821867,0.525629090313631,0.09981605874267,0.302495599772282,0.00684663480577081,0.0203875512834594
"X587",0.0171545475911679,0.056824950867391,0.186050256920242,0.726110408236758,0.00121986598007805,0.0126399704043637
"X588",0.552673690453444,0.00322579763128948,0.34995985567885,6.1619120814179e-06,0.0518834605885628,0.0422510337357724
"X589",0.230872982695079,0.0652256012934078,0.243236799419603,0.393566653274766,0.0420112402274432,0.0250867230897002
"X590",0.209966418991861,0.282391841506633,0.0211113373342569,0.410210097253416,0.0509108679652929,0.0254094369485404
"X591",0.0296191591658938,0.0859859698516132,0.452781042657692,0.407731387309083,0.00786820159079897,0.0160142394249185
"X592",0.23053553411803,0.00208994950981902,0.297104183298951,2.47893786148558e-06,0.455109367117056,0.0151584870182827
"X593",0.0995512548020225,0.516135558565818,0.306062062876953,0.0429015526116426,0.0109930414768959,0.024356529666668
"X594",0.0753512393634695,0.0567770134086609,0.416190023669989,0.418950689925152,0.0262453329674716,0.00648570066525731
"X595",0.173955215573943,0.731850080597408,0.0187729052762813,0.00190001213383957,0.0122831083286942,0.0612386780898345
"X596",0.287537735724575,0.0602130554854701,0.224995688679829,0.393189543521794,0.0103846224354579,0.0236793541528731
"X597",0.0447866118206023,0.534390313561715,0.326775074722036,0.0522510038724216,0.00779239197546463,0.0340046040477602
"X598",0.690159772956248,0.000173374284452811,0.217200261909493,2.98847580262517e-06,0.0400334205092645,0.0524301818647391
"X599",0.225126136614261,0.0583157397368782,0.247376628077531,0.432823819831413,0.0190820628118816,0.017275612928035
"X600",0.0345274356401,0.338805094442194,0.0467136776278684,0.532151822424532,0.00878763658445813,0.0390143332808481
"X601",0.178798343716457,0.100886070196999,0.261749764133629,0.411977687503116,0.0329240525709919,0.0136640818788064
"X602",0.0138689135938994,0.207459511368715,0.0144644498718026,0.75050837300044,0.00211791946395511,0.0115808327011879
"X603",0.281388548535012,0.0125178529837557,0.58658417835497,0.0548887929183124,0.0310969892234465,0.0335236379845024
"X604",0.226885642197141,0.0619364774568523,0.156162985288324,0.104319131264248,0.423499617827216,0.0271961459662193
"X605",0.119875547502256,0.0193148951996258,0.497029149665702,7.37026523457239e-05,0.353595481427526,0.0101112235525446
"X606",0.0334422322941081,0.137482762238706,0.156194853842953,0.664047314379255,0.00228231540106104,0.00655052184391706
"X607",0.0575226608672583,0.345321981152905,0.154452206350153,0.415514175533631,0.00562075464876428,0.0215682214472878
"X608",0.0675144466478324,0.595950483436496,0.160381513249452,0.0485906484356617,0.0976370463188573,0.0299258619117008
"X609",0.0241700636482407,0.0436029673424139,0.300664654614481,0.618082398540669,0.00247454227082535,0.01100537358337
"X610",0.0717020336344653,0.279491757825673,0.0167172220491044,0.607820458605274,0.00469159469575867,0.0195769331897257
"X611",0.284948202560797,0.00097149766927016,0.693172669926496,1.84366820633136e-05,0.0072399000820741,0.0136492930793001
"X612",0.040901390845477,0.0494759492288677,0.422119762069132,0.479466164672894,0.00356415395400396,0.00447257922962584
"X613",0.014757397955801,0.086288812450613,0.343258499540557,0.547036592762622,0.00107830929507936,0.00758038799532689
"X614",0.0436085781869761,0.0609406417357605,0.286571243384073,0.48241362950399,0.120436896279555,0.00602901090964475
"X615",0.0537654617726193,0.387141764734825,0.0304898428727173,0.315426693272554,0.194778514575782,0.0183977227715028
"X616",0.0503539761552996,0.565457654204236,0.0164792254834017,0.333078358415176,0.0186253562875368,0.01600542945435
"X617",0.0661861371952919,0.0872997912864126,0.478719126362531,0.357065281353555,0.00469645742755034,0.00603320637465916
"X618",0.0642503430963391,0.410647911682243,0.378075425788301,0.127099152581538,0.0121310963482976,0.00779607050328196
"X619",0.00374576342411092,0.0382576614195709,0.217461741652551,0.726952834910718,0.00104450279772315,0.0125374957953265
"X620",0.214005678062814,0.501810081100685,0.00578454494912387,0.189075081740086,0.014954350138524,0.0743702640087671
"X621",0.170329552907759,0.552721347731726,0.0205205806957723,0.18083804890347,0.0576569970828806,0.0179334726783927
"X622",0.00834018051318598,0.0804546227518412,0.0141729110018238,0.889738614958034,0.00063157193925147,0.00666209883586371
"X623",0.233899334127035,0.023560707883769,0.511727648940018,0.0213158288464811,0.201927384080072,0.00756909612262464
"X624",0.0339226037217843,0.687054782019327,0.0212600467128772,0.199005404730387,0.0311185997224151,0.0276385630932097
"X625",0.0523699419608726,0.00417765858310122,0.495819536299272,1.45657513269542e-05,0.446442365339193,0.00117593206623418
"X626",0.00425814467189072,0.0183775613329382,0.136079359653516,0.826807201600191,0.00776532904129917,0.00671240370016473
"X627",0.0250536353861527,0.521452357597195,0.395690488688889,0.0182397893319871,0.00296202496406198,0.0366017040317141
"X628",0.0155136584955154,0.640056907707415,0.246785402414006,0.0254320638397432,0.0241218077873656,0.0480901597559541
"X629",0.0158989068932695,0.027292466771097,0.286646289834335,0.656455390440853,0.00280599027605297,0.0109009557843926
"X630",0.123333572010346,0.0731344301702506,0.206849006932456,0.572843825658736,0.00588551024690072,0.0179536549813102
"X631",0.0199936791369892,0.0945091315385862,0.269043111529284,0.611047500329158,0.00286284819816302,0.00254372926782009
"X632",0.0100875756758552,0.0242372760096387,0.620018021934512,0.338028985178251,0.00572057043881391,0.00190757076292882
"X633",0.0586580976721656,0.606858852844206,0.277511965330962,0.00156058992705747,0.0145334955175,0.0408769987081085
"X634",0.0370778126049644,0.0810519354534316,0.429941471590459,0.442437711439647,0.000753557953057345,0.00873751095844015
"X635",0.3475807333258,0.00784534141468569,0.422802824776731,0.135213605185714,0.0587547527895915,0.0278027425074777
"X636",0.0195777493056956,0.314890097263127,0.0612505670008121,0.584522553014208,0.00126090272203151,0.0184981306941266
"X637",0.017583696048194,0.0258119046295684,0.197244789521023,0.389335903872433,0.366287283560503,0.00373642236827815
"X638",0.427769984220897,0.000139527582359315,0.424659442779591,1.13223558364079e-06,0.0975254184908089,0.0499044946907597
"X639",0.545749264930862,0.292723128038093,0.0669378293392285,0.00109373526667855,0.0418495358531253,0.0516465065720127
"X640",0.00861948329707376,0.0693657528982898,0.426741948510579,0.46643055412819,0.0183164453997426,0.0105258157661245
"X641",0.192543096730577,0.0979276846207241,0.266800805943435,0.405069181353392,0.0122239191396649,0.0254353122122072
"X642",0.0142733919494749,0.00302166171708627,0.939815879589461,3.37697639802292e-05,0.0401957152042769,0.00265958177572042
"X643",0.525799513819104,0.000538643723815103,0.424677649216754,1.85016298040827e-06,0.0133336983645239,0.0356486447128229
"X644",0.254056823613695,0.17338104352807,0.0817344560763775,0.429065217939746,0.0170082501391529,0.0447542087029586
"X645",0.0994326210810194,0.0988126009465515,0.0881373103286752,0.683201268831796,0.00678502727796715,0.0236311715339907
"X646",0.0312916260205907,0.0346338008653154,0.0948358410238363,0.826802383246249,0.00199575236175962,0.0104405964822494
"X647",0.160287045287923,0.00321889899187142,0.790547791787251,6.69183910636888e-07,0.0419310719052105,0.00401452284383394
"X648",0.0423262636052235,0.0565749959577909,0.413532613265092,0.464664504408269,0.0128628649488828,0.010038757814742
"X649",0.46445191187666,0.0241184515635523,0.503108178288151,8.77202750550426e-06,6.09006363695401e-05,0.00825178560776213
"X650",0.0490933315584892,0.658350859092338,0.00748950418124263,0.262166646984404,0.00329261226537067,0.0196070459181548
"X651",0.145188914552436,0.111604092456691,0.178308800431655,0.549567020944016,0.00767321420761113,0.00765795740759156
"X652",0.070808289161984,0.0504928230522755,0.101362747981059,0.670220224279282,0.0899437794866957,0.0171721360387037
"X653",0.390436917589904,0.0100632764070828,0.498575980961209,0.0170428277479382,0.0537418241868305,0.0301391731070361
"X654",0.346929683524506,0.0265808885128635,0.434194517372316,0.141944956030017,0.0191906793135352,0.031159275246763
"X655",0.101835532464662,0.655386287224142,0.172549498324687,0.00119520505892476,0.032190531884069,0.0368429450435156
"X656",0.0389543532763571,0.147210262833188,0.253648488862574,0.529276044805685,0.0146443726696225,0.0162664775525734
"X657",0.016020038834967,0.063327178552944,0.159639976758205,0.745133920377084,0.00147482847190858,0.0144040570048915
"X658",0.00512928930438385,0.0177859836793905,0.273030985974433,0.697784003667766,0.00116186595960055,0.005107871414426
"X659",0.0145024083129961,0.484894608164511,0.183707304907524,0.27735571142124,0.0124059903983783,0.0271339767953507
"X660",0.081452588007951,0.0281616324955329,0.755615962867352,0.12128003467156,0.006745016929971,0.00674476502763263
"X661",0.0125600990782545,0.0584412203042404,0.646418758562403,0.27417074791979,0.00100069390068734,0.00740848023462463
"X662",0.0414403346062657,0.656694612122794,0.0454937580001383,0.20939655780673,0.0131747498957292,0.033799987568343
"X663",0.477971840090568,0.427301916686872,0.0301337190727491,0.0221054831902579,0.0144340558695885,0.0280529850899647
"X664",0.0133060787108872,0.0758212960729179,0.0862535516770088,0.763053541927469,0.0288826950779984,0.0326828365337184
"X665",0.0373715329054437,0.178475492907768,0.34394393397153,0.368009446349141,0.0208649307880998,0.0513346630780172
"X666",0.0522030883975272,0.0428253948955914,0.158678036114711,0.704889702260199,0.0154342522608438,0.0259695260711276
"X667",0.198321274376763,0.218047750378158,0.0307780596174965,8.98423920497176e-05,0.518943920964833,0.0338191522707001
"X668",0.0747447426467181,0.529440837975916,0.336430029637075,0.0050118366927833,0.01450417983817,0.0398683732093379
"X669",0.008602828178575,0.0222889292198531,0.0960431464313349,0.862965052177299,0.0012495973979794,0.00885044659495884
"X670",0.353834111997359,0.0810721639538421,0.141971867651266,0.382216097197131,0.00188062052689944,0.0390251386735025
"X671",0.268021574744033,0.0233163610291444,0.0477736370909546,0.641633892553703,0.000927714358932437,0.0183268202232327
"X672",0.685333409474408,0.000554250240406798,0.144587330751541,1.76261916005047e-06,0.0485667633539677,0.120956483560516
"X673",0.243804968795582,0.283344120551235,0.230541514127092,0.180553523342983,0.0139604189342882,0.0477954542488188
"X674",0.445992031003258,0.295559878993055,0.168743004021425,0.000975121390855856,0.0468625733578515,0.0418673912335549
"X675",0.468018365130709,0.0177245063903894,0.253882799727892,0.21967610583144,0.0126460266955239,0.0280521962240459
"X676",0.673424614310705,0.00141760106710999,0.183474004488439,1.18607312448301e-06,0.0868056342887222,0.0548769597718994
"X677",0.112770170579436,0.1350078967062,0.0794126524417488,0.617581167663244,0.0190226326044557,0.0362054800049154
"X678",0.383130963218744,0.00327403797189174,0.493762207382244,1.10627524421395e-06,0.111593740470008,0.00823794468186725
"X679",0.0922979005064449,0.293906911338574,0.498676751206518,0.00686648795526006,0.0902462840370589,0.0180056649561439
"X680",0.0570544139982776,0.074881712290566,0.363701294470506,0.499580141052124,0.000603149859898078,0.00417928832862839
"X681",0.0932658858388212,0.000512713046993109,0.515935385859859,1.31603142960923e-05,0.382498709133971,0.00777414580606006
"X682",0.241221992920891,0.0403576257994684,0.120175015770143,0.559140683722655,0.0188655593831363,0.0202391224037065
"X683",0.0565739087540938,0.306097799064848,0.299982076356907,0.321143421478912,0.0133327129323393,0.00287008141289913
"X684",0.0402933883150303,0.0314261468447968,0.385916010647153,0.516162223793429,0.00253644154880908,0.0236657888507818
"X685",0.21816203451811,0.202069451712682,0.0642393108732255,0.379695916249309,0.0465268070829805,0.089306479563693
"X686",0.0254296586280043,0.101269102708903,0.267473431036973,0.591881972407753,0.00766976304215624,0.00627607217621018
"X687",0.163230914993527,0.13293089753635,0.111225961266351,0.557334398177567,0.00776879608798043,0.0275090319382242
"X688",0.0813270994909018,0.379816282449257,0.45224913548997,0.0154466961069404,0.0411679280397485,0.029992858423183
"X689",0.0801371613068395,0.281560848746499,0.227176625656358,0.377915692031611,0.011807210533408,0.0214024617252842
"X690",0.344265672058344,0.00632597761266443,0.523588215025307,0.0772512061826197,0.0166785489518415,0.0318903801692235
"X691",0.0138984217673931,0.0549240594014805,0.328760376615807,0.596387344588028,0.000358227709361832,0.0056715699179294
"X692",0.347527720686735,0.0381490057086906,0.0907574434031379,0.474134280396836,0.0130895544855952,0.0363419953190058
"X693",0.0261627846256222,0.370948656881562,0.11303913124978,0.456491813516773,0.00703473739155528,0.0263228763347079
"X694",0.0642053208908056,0.378083506231191,0.154439034939726,0.375204747316884,0.0102797079550247,0.0177876826663689
"X695",0.213848637375247,0.309441991041309,0.351682930435611,0.00850512643498542,0.0725311423429008,0.0439901723699469
"X696",0.0283033952228164,0.0332901899034071,0.224432635997082,0.658786870262581,0.0405290467599145,0.0146578618541993
"X697",0.115412918407954,0.410914677180002,0.0567848262798534,0.392532605440663,0.00850660793546288,0.0158483647560639
"X698",0.105827519979511,0.0441247363593604,0.0149690120065293,0.827055692816092,0.00059552631775072,0.00742751252075683
"X699",0.122919074095052,0.0427264451398073,0.275992109163527,0.546641106176345,0.00259825068290019,0.00912301474236777
"X700",0.00630315807467529,0.0470923222728446,0.410843441560795,0.527090722399811,0.00270684019554434,0.00596351549633015
"X701",0.0104977279710955,0.225012158731613,0.162296136085269,0.592182564299976,0.00418305758625849,0.00582835532578802
"X702",0.0254864576610815,0.218308934568094,0.200406273428864,0.538606728583089,0.00888135995643276,0.00831024580243939
"X703",0.206017187297542,0.209405740240874,0.362049240389574,0.1443100282465,0.0582203673816905,0.0199974364438191
"X704",0.0643434768197802,0.0252112890044915,0.560364396690343,0.338330205570226,0.000885822978369443,0.0108648089367899
"X705",0.142668735368058,0.494689437655611,0.0663451155779629,0.267410312464283,0.0055753193985251,0.0233110795355601
"X706",0.569784648438418,0.00133689015305266,0.298179840763757,2.41746689939678e-06,0.102927791005241,0.0277684121726317
"X707",0.0108998430964982,0.495527571745064,0.0685815019088458,0.391934034260675,0.0151530272227154,0.0179040217662012
"X708",0.326797316738211,0.10325004107063,0.0298294563148108,0.47377683767326,0.0123594742988792,0.0539868739042083
"X709",0.116610175877134,0.383675681978942,0.31791139256945,0.146667249476072,0.0199553627352864,0.0151801373631146
"X710",0.157398242954224,0.308961611921452,0.0949094793432134,0.0216707826094348,0.382221381991767,0.0348385011799075
"X711",0.324834336456533,0.000101170213752466,0.663815606005706,4.04059491509804e-07,0.00392356765998851,0.0073249156045288
"X712",0.0478788872043375,0.177766957173143,0.522897776478495,0.156418043954296,0.0829253403999649,0.0121129947897634
"X713",0.185878826862766,0.0606042472608548,0.12500766837974,0.350916930284048,0.243514764600869,0.0340775626117226
"X714",0.0275429553966235,0.226135815068121,0.0108999411708495,0.416951975763798,0.298026608028819,0.0204427045717891
"X715",0.140235768258375,0.0455550022546386,0.0132506009585216,0.736618387009581,0.000471648473559961,0.0638685930453241
"X716",0.355431612198522,0.0575617792628294,0.0418044382676853,0.492849113377984,0.0158309458262586,0.0365221110667211
"X717",0.0440514018794984,0.0724424007455125,0.264208640230648,0.598821945200077,0.00961562883277931,0.0108599831114852
"X718",0.069208479470276,0.674077113804633,0.0230502274677303,0.151063713899513,0.000534993656464975,0.0820654717013825
"X719",0.0159854324193315,0.27591033949072,0.00625076393018946,0.689410022109099,0.0010538247594735,0.0113896172911863
"X720",0.011076392319368,0.00809681311299348,0.509150584718798,0.463125985367513,0.00386206774285713,0.00468815673847049
"X721",0.481805898285358,0.000459878046036051,0.499149209449459,0.000174483477287013,0.0172459307458611,0.00116459999599905
"X722",0.160522130806349,0.0302497614611832,0.470278349731703,0.324685644799902,0.0043954326737733,0.00986868052708836
"X723",0.0448285749875688,0.217486772461163,0.265563185775767,0.441703826756198,0.00684728271174998,0.0235703573075532
"X724",0.0429185172232551,0.126332781493802,0.331056600743248,0.460625145656913,0.00687341816851323,0.0321935367142688
"X725",0.0417187148603445,0.158097013482179,0.541605851693261,0.156128804070872,0.0841505910567415,0.0182990248366022
"X726",0.139575636206531,0.144594229146282,0.443837337083393,0.255213939051723,0.00654805848895753,0.010230800023113
"X727",0.159847388311427,0.0378551601257812,0.396694433603459,0.311725812714134,0.071398076975622,0.0224791282695757
"X728",0.3694547472134,0.21664992045263,0.127822484048403,0.230605647463441,0.00795571455574489,0.0475114862663803
"X729",0.077957207478306,0.079317386071055,0.0109292280174419,0.435245157708151,0.00832551363168277,0.388225507093364
"X730",0.170256212926599,0.420732107468141,0.264289456581907,0.121094106650182,0.00279894336777014,0.0208291730054017
"X731",0.0412885205741454,0.329085965680458,0.24456202087275,0.350927434553108,0.0106313220846458,0.0235047362348918
"X732",0.0546335350282515,0.268300033042185,0.614125483760138,0.020033113408576,0.0335933449935276,0.00931448976732154
"X733",0.537127111451762,0.002984507160253,0.401487644327306,4.03169420964859e-06,0.0395453343848572,0.0188513709816121
"X734",0.350913868927162,0.237766521726193,0.279659217801987,0.000460089102737695,0.0727451844578683,0.0584551179840517
"X735",0.453184968226527,0.0236624926034663,0.015622015570932,0.455296078021769,0.00528590142695147,0.0469485441503548
"X736",0.0326325981124318,0.0634307766047374,0.0373356201835694,0.844513854437068,0.016175887425868,0.00591126323632548
"X737",0.00554517717579518,0.0535308142254021,0.0204012905444934,0.911344883966053,0.000630641485985507,0.00854719260227101
"X738",0.745891779391971,0.0042959556868753,0.20976907256584,9.39078146227991e-06,0.00518060712005599,0.0348531944537959
"X739",0.239218798292136,0.00220114547426679,0.709532029289078,0.0057922111655094,0.0308521976418211,0.0124036181371891
"X740",0.0238127460335298,0.526673029992737,0.173029994531948,0.0234132963436697,0.20615170488357,0.0469192282145455
"X741",0.0102198089027462,0.151793133213264,0.0260725169553097,0.796186889074265,0.00259458218926487,0.0131330696651501
"X742",0.234102136775765,0.0881302880766565,0.12006104495805,0.526498463833484,0.00753985692728474,0.0236682094287604
"X743",0.0214803717306295,0.184404638250063,0.437766898099617,0.319427776254217,0.0143386501751271,0.0225816654903461
"X744",0.0201791497086174,0.754167815860613,0.00648012528076493,0.156216937268337,0.045721165660519,0.0172348062211484
"X745",0.0948617275664694,0.03069514446844,0.0198231915797008,0.170175044113722,0.666584600312335,0.0178602919593332
"X746",0.0412070475751612,0.341271768093537,0.064483019474438,0.508232925005155,0.0117922113985703,0.0330130284531384
"X747",0.385399030362762,0.0257885529381181,0.46085731125701,0.107709859023343,0.00652770836483706,0.013717538053929
