"","LSEC","EPCAM+ cells and cholangiocytes","NK,NKT and T cells","Hepatocytes","B cells","Stellate cells and myofibroblasts"
"X247",0.428021014509484,0.040671786235121,0.0860881942383395,0.323583229433274,0.0593268236201911,0.06230895196359
"X248",0.320076505967887,0.0370565321867655,0.0744458992632028,0.549060724948863,0.00121770726189515,0.0181426303713859
"X249",0.0109866924450719,0.0406545242561287,0.235656839004201,0.701316198357899,0.00437523619206774,0.0070105097446326
"X250",0.0943205177418107,0.0275410192467764,0.776348129611642,0.0330968063675342,0.0600824452736469,0.00861108175859013
"X251",0.0136196092683357,0.00187403007321134,0.427641438626688,7.18864306339523e-05,0.551766908699303,0.00502612690182803
"X252",0.54810631835502,0.33180095865749,0.00816374572199155,0.0687823128100519,0.00838916987632423,0.0347574945791228
"X253",0.00886884890977845,0.0842763127653046,0.00382163230196988,0.892229870815053,0.000279719554171281,0.0105236156537226
"X254",0.260243896753431,0.0583475210070621,0.336938753156214,0.316711132237784,0.0120904671557177,0.0156682296897913
"X255",0.0215168307788018,0.0551318683358554,0.37553890154821,0.54087108076639,0.00128413760412879,0.0056571809666137
"X256",0.0400595782704762,0.100654138260972,0.216515411768652,0.615694621890209,0.00860804399855019,0.018468205811141
"X257",0.0376670344520351,0.668427652445197,0.0629006267172171,0.12259847136986,0.0737630087329698,0.0346432062827211
"X258",0.232876813653793,0.489060238443133,0.00360506417348821,0.252509833172751,0.0010361908497938,0.0209118597070406
"X259",0.0669439230660705,0.0413043625957332,0.206139858479196,0.193238045199731,0.489227407608042,0.00314640305122769
"X260",0.383921262070863,0.00261087726161774,0.524163350283701,4.20526221737931e-08,0.0543802411920153,0.0349242271391798
"X261",0.227508850547677,0.016553828403793,0.487204727807987,0.234739951943921,0.0136232599028378,0.0203693813937841
"X262",0.0673982345089877,0.479015888023558,0.2723871898099,0.108557693063209,0.0229749913953661,0.0496660031989803
"X263",0.0670497747336507,0.00601945218552621,0.909917287538068,4.16300124908887e-07,0.0108716399717674,0.00614142927086284
"X264",0.0500449225059879,0.0679845964517869,0.158215119178546,0.411110456443009,0.307153573226005,0.00549133219466516
"X265",0.0210150920991847,0.0571597224462728,0.249839838747673,0.668121825941197,0.00206605376310394,0.00179746700256907
"X266",0.461331455092451,0.00353267964884028,0.462253789441163,5.21702934757529e-05,0.0464009002865055,0.0264290052375642
"X267",0.00961173633077698,0.076163979834984,0.143302512756982,0.748115267514199,0.00104391121594087,0.0217625923471174
"X268",0.263155580838013,0.0420489985084867,0.594827263121809,0.0295181449424286,0.0508941518755934,0.0195558607136697
"X269",0.296894375505995,0.27695180742452,0.157575853112837,0.2337898111294,0.00955591646178687,0.0252322363654612
"X270",0.0226208541671974,0.219128700294725,0.00752411130699131,0.729644301980973,0.00147615088441204,0.0196058813657014
"X271",0.164805918132728,0.0788043060370519,0.00868895455343202,0.709991870242888,0.00694262472050939,0.0307663263133905
"X272",0.32840181281724,0.0318529443558319,0.213095651723053,0.373668429295965,0.00885818665996473,0.044122975147946
"X273",0.0166425363178086,0.115431010820689,0.435425150666295,0.42139519741431,0.00194512618736197,0.00916097859353543
"X274",0.225932345503854,0.0348917265477033,0.502729663879049,0.136724014587336,0.0592783427815914,0.0404439067004662
"X275",0.0239674125692674,0.0694043103190166,0.00709003443652868,0.883549485013842,0.00054688673164602,0.0154418709296997
"X276",0.0252523464335182,0.0781862950368599,0.0179313613889988,0.870934834652774,0.00293575133563441,0.00475941115221515
"X277",0.0756059846775646,0.103242912307207,0.0732708870435645,0.741789153113255,0.00216364996484707,0.00392741289356153
"X278",0.132115826924562,0.425302577941841,0.331499689102224,0.00159881738167517,0.0789065754620853,0.0305765131876126
"X279",0.0614362019659515,0.0473245015175399,0.69856817950009,0.175242410083254,0.0136431984391976,0.00378550849396741
"X280",0.0639934237841449,0.637863812014832,0.224010854707636,0.0286366911968804,0.0260493005734373,0.0194459177230692
"X281",0.358683840392804,0.0431243317085442,0.346233749311315,0.182511821006456,0.0419435372255915,0.0275027203552897
"X282",0.0147994928963506,0.177750316174511,0.27833478728198,0.489578938473623,0.0261656335554329,0.0133708316181022
"X283",0.0101366111445076,0.108334039098606,0.2768808416925,0.588516738408055,0.00275308383564652,0.0133786858206846
"X284",0.021935218233212,0.324217609309516,0.020778854011364,0.605168471295881,0.00991274251441953,0.0179871046356083
"X285",0.00427683922010388,0.0898080341472108,0.0537542886053842,0.841515267295196,0.00726691532534842,0.00337865540675729
"X286",0.0604916652623277,0.492564489441129,0.434254944637486,0.00197641433330255,0.00453144827525709,0.00618103805049775
"X287",0.0161248270348417,0.0327473607266172,0.181099850924628,0.757783165801026,0.00391102162414982,0.00833377388873671
"X288",0.253123355700192,0.496249264637981,0.012255948740246,0.152664455956589,0.0213335520949317,0.0643734228700603
"X289",0.157714533856807,0.0733883443927394,0.303721801391259,0.00187180570049781,0.00681543329707907,0.456488081361618
"X290",0.0697781147265771,0.174940986615113,0.662579965345654,0.0852902004363842,0.00324300013900842,0.0041677327372632
"X291",0.0134919865273451,0.0285001019683845,0.374666272076234,0.570883212425448,0.00372671776410926,0.0087317092384795
"X292",0.0727504112293206,0.410051780234428,0.444649080634888,0.00891811276290634,0.0308910411886093,0.0327395739498484
"X293",0.0386582796065678,0.172587421772033,0.482008244138099,0.000538269762901701,0.294054906561858,0.0121528781585405
"X294",0.0681165073466866,0.0592679629069075,0.550317988744369,0.24468549654424,0.028282331555873,0.0493297129019239
"X295",0.591786593216249,4.91264939733413e-05,0.316147997323218,3.12628800369515e-08,0.0155692558066304,0.07644699589705
"X296",0.0207817433387837,0.0938240023954706,0.583359128946084,0.240530673016125,0.0587767782798066,0.00272767402373077
"X297",0.0533805205819036,0.568217867254738,0.27484558065382,0.0636974785428534,0.0103470961829592,0.0295114567837257
"X298",0.00795606971117488,0.0984201278606067,0.16601419353831,0.716848922783689,0.00177236991820714,0.00898831618801231
"X299",0.0857518920054217,0.392114274402122,0.241707584300524,0.242961504936642,0.0193131721732322,0.0181515721820582
"X300",0.0203113502606812,0.147330205832731,0.107185406814435,0.69866425346597,0.00537786249947996,0.0211309211267031
"X301",0.221925186919556,0.0415541722859743,0.274236782214754,0.32303753096853,0.0613484117268535,0.0778979158843318
"X302",0.0330694997650613,0.052356185409979,0.391725832583315,0.490602904141798,0.00748348618120439,0.0247620919186429
"X303",0.128854830337307,0.00579782630862878,0.841995418928357,4.71804380924686e-08,0.0163447570465938,0.00700712019867487
"X304",0.549906392476269,0.0114731477077736,0.302495388914278,0.0244113093813186,0.048685029385449,0.063028732134912
"X305",0.273673641360507,0.353333316814453,0.230915468507067,0.000906911786539538,0.0944177760702599,0.0467528854611734
"X306",0.129378987863974,0.0946368591259335,0.0541864724321842,0.657326820199528,0.00859679069431787,0.0558740696840627
"X307",0.246243675030245,0.00765210791684534,0.666859796507769,0.000155116314178343,0.0509700232010977,0.0281192810298646
"X308",0.305837747076887,0.354381675598697,0.0141496065643167,0.282731202131877,0.0165218703028248,0.0263778983253981
"X309",0.0271089648527972,0.00621045303244201,0.951199923812293,4.96600544123528e-06,0.00957575317813594,0.00589993911889098
"X310",0.301222345185846,0.0459624731793605,0.192770835936613,0.397022693365594,0.0402959661470644,0.0227256861855228
"X311",0.442160132897522,0.019517050334772,0.367419326284094,0.0369171388285498,0.0788558631156515,0.0551304885394112
"X312",0.00913453112699795,0.235719606673155,0.118986731536114,0.595994108886316,0.0255018181310997,0.0146632036463172
"X313",0.284801756167698,0.199486841114251,0.443204690618556,0.000238319547582117,0.0164977708490505,0.0557706217028629
"X314",0.0791126354206754,0.0815768798390098,0.296528725643314,0.521167271215914,0.00258606757755151,0.0190284203035353
"X315",0.301278593326993,0.00273111505420303,0.605970897874093,6.45842190167241e-05,0.0756214626678469,0.0143333468578479
"X316",0.289934017084419,0.00667035667310654,0.666749439006733,3.97026698049368e-05,0.0249782793522138,0.0116282052137228
"X317",0.122057000532443,0.0454497808359499,0.0214528266503815,0.782821808722843,0.00422487797599682,0.0239937052823859
"X318",0.227732317622012,0.0465646411596527,0.30996383901048,0.27618910699627,0.131241842380507,0.00830825283107887
"X319",0.0201351555406614,0.0592605830653651,0.29592056612092,0.607004647574576,0.00410493520807068,0.0135741124904066
"X320",0.0495227839109198,0.333064722777214,0.188069014145365,0.404758482565882,0.00388944717000913,0.0206955494306099
"X321",0.274177961239611,0.0270702811517118,0.605144046742814,0.000216670020878324,0.076310033079603,0.0170810077653815
"X322",0.0834279872104239,0.804216374934266,0.0161806696636967,0.0678553882836993,0.00195378770094556,0.0263657922069683
"X323",0.0374086555446454,0.0297301042740088,0.565156665203453,0.319738065852144,0.0280400638306549,0.0199264452950944
"X324",0.560704882695714,0.0117398742329228,0.401067076116027,2.49074871569894e-07,0.0036014188502836,0.0228864990301814
"X325",0.229827511411766,0.100093720523888,0.0394095797023814,0.587628998815935,0.00960438560100342,0.0334358039450263
"X326",0.411113201389428,0.0211002044988205,0.0539254634145654,0.497008056026752,0.000316345305676529,0.0165367293647575
"X327",0.0233585236123717,0.398968194458461,0.0574668383219096,0.500350252808492,0.0106188640234947,0.00923732677527138
"X328",0.0998298676577791,0.149372473566801,0.166090723172223,0.562413271053541,0.00505671661090991,0.0172369479387456
"X329",0.00636367818259044,0.0750793483035165,0.0696125892879218,0.843357759963793,0.000689514456957577,0.00489710980522109
"X330",0.290658744621583,0.0414270113392185,0.265884816640373,0.348065501526857,0.0101060037052755,0.043857922166694
"X331",0.0383914319757046,0.0781952846502693,0.211374187435366,0.644387009183876,0.00709280556058099,0.0205592811942029
"X332",0.136736315889954,0.0617529893320382,0.101808833721227,0.675413077660473,0.00237367015862573,0.0219151132376823
"X333",0.0665367509161815,0.242968974145511,0.248662326231358,0.396008676367939,0.00469108264139742,0.0411321896976126
"X334",0.372488038231378,0.0909596135730712,0.0886506062483117,0.388839637040621,0.031094610236603,0.0279674946700147
"X335",0.0149341927898032,0.0992508712598094,0.213489956371903,0.554680391750672,0.0920214479188673,0.025623139908945
"X336",0.0452619476950805,0.0327081719025093,0.363449593779407,0.524958699510143,0.00379603804125477,0.029825549071605
"X337",0.727701869692301,5.03147405962907e-05,0.218162503483955,7.93579335397946e-07,0.00397328351825532,0.0501112349855573
"X338",0.0864504452468297,0.21286740729696,0.673443763652166,0.00169130340251534,0.0197504211907149,0.0057966592108141
"X339",0.32421733208376,0.0848225700724747,0.282274834529279,0.256691182955937,0.0184489046770805,0.0335451756814689
"X340",0.129913367254574,0.742690981661192,0.0776429090384364,0.0165780904737879,0.00393255933990124,0.0292420922321086
"X341",0.0862380719222866,0.0561842011018903,0.525270832155095,0.235783176944131,0.0354131005158744,0.061110617360723
"X342",0.0626689757389765,0.00287967606344376,0.916611073110078,5.521716074372e-05,0.00873406955530748,0.00905098837145085
"X343",0.00690960936313297,0.0718580837741336,0.0441348405364816,0.863695616989717,0.000535673152974326,0.0128661761835609
"X344",0.0859138458213935,0.357844846635908,0.503511904699005,0.0225580821407996,0.0213840914814756,0.00878722922141902
"X345",0.0737431030568387,0.0799917885369348,0.255290319763965,0.571804862782781,0.00305635966688222,0.0161135661925984
"X346",0.0289542731477948,0.112564420391067,0.154973836147807,0.318600267155521,0.381085256033178,0.00382194712463171
"X347",0.190932325442337,0.0938855868413557,0.157838158901346,0.536509860859799,0.000317933073792841,0.0205161348813703
"X348",0.0100000095616875,0.0261435066353143,0.325735958052986,0.633172056260733,0.00216399745907021,0.00278447203020904
"X349",0.383947824800353,0.0179821829720882,0.46899973575163,0.0840313757649588,0.0239564581327466,0.0210824225782238
"X350",0.0538687158954071,0.436788055023438,0.090058804643346,0.393913064764674,0.00639243156619145,0.0189789281069436
"X351",0.682163461910964,0.0165587145215398,0.0103626200902688,0.142419207530113,0.0492784993573065,0.099217496589808
"X352",0.0391034672500072,0.259179880021238,0.659542969834878,0.0123648032987328,0.000641637256080484,0.0291672423390638
"X353",0.470714227735019,0.00849617608636524,0.412487639031135,2.75727761453192e-05,0.0401986145836093,0.068075769787726
"X354",0.295018033834399,0.129442736477881,0.00439189423054228,0.522112933563426,0.00590538626632669,0.043129015627425
"X355",0.0178359877731925,0.146447218781406,0.10632131904492,0.710341133643929,0.00263725460451107,0.0164170861520412
"X356",0.142428913827633,0.0275675407904122,0.0882047842961192,0.717662026262793,0.01503762021831,0.00909911460473231
"X357",0.0363186675958144,0.436823767320822,0.00836120493257134,0.485790488593914,0.00305097424992187,0.0296548973069564
"X358",0.00853474437145281,0.0860417781833686,0.314046156739595,0.578832229132666,0.00814331729487335,0.00440177427804444
"X359",0.442567047222163,0.0599302597652378,0.0538795213842912,0.367242272109808,0.0238725606212778,0.0525083388972224
"X360",0.328449452739133,0.074589438725971,0.0178227100636565,0.501848751156038,0.0437112932633343,0.0335783540518673
"X361",0.0171223188018304,0.557341567909705,0.0883218752441487,0.286485583610155,0.0069393537997685,0.0437893006343923
"X362",0.024723891904814,0.205495784670459,0.222105668816025,0.52415022410179,0.00310349462146073,0.0204209358854517
"X363",0.0334174447567002,0.13099622581964,0.165027351055532,0.653434542962874,0.00303180006954381,0.0140926353357099
"X364",0.494929525605846,0.340290245118356,0.0162783773851107,0.0866432427698842,0.0351284576612431,0.02673015145956
"X365",0.0258343557813437,0.0411984411480363,0.534441191977998,0.370921182388405,0.00270989820202737,0.0248949305021893
"X366",0.29344883110404,0.6493921411032,0.0229305090714381,0.00639808637565515,0.0155194712785008,0.0123109610671661
"X367",0.460905907947592,0.0190889017263919,0.141030652615609,0.320936639720323,0.0119741221628188,0.0460637758272654
"X368",0.418309236917715,0.368171297289079,0.147454223246593,0.0047061147142253,0.0263949399121894,0.0349641879201974
"X369",0.337493847696731,0.382284358736095,0.0794847111159327,0.151264202845484,0.0132632391710034,0.0362096404347534
"X370",0.0273537155775262,0.2020726949665,0.326587811780997,0.406316117542794,0.0181367591401227,0.0195329009920599
"X371",0.0233934100103406,0.172255884719969,0.00727393239707773,0.777764773186633,0.00445352953618358,0.0148584701497963
"X372",0.0400872032302231,0.704442737461543,0.207826315959438,0.0234963893970402,0.00667343969913083,0.0174739142526249
"X373",0.173266643390829,0.266891101182994,0.385256768259186,0.109263219905714,0.0455028842628804,0.0198193829983961
"X374",0.428692164996574,0.0447374700957485,0.0328224204608295,0.456394555433282,0.0155697686835281,0.0217836203300379
"X375",0.315197953717513,0.00592921733263201,0.00197122292866135,0.164685702586568,0.00177742002891173,0.510438483405714
"X376",0.414487194209056,0.0391496265082198,0.103493807259871,0.220962197475017,0.187225743276837,0.0346814312709983
"X377",0.088406674198673,0.18492176784022,0.300469442553942,0.368593635912842,0.0408949612782725,0.0167135182160501
"X378",0.0942996628532586,0.00690149059955087,0.888144802695869,1.34165724055605e-06,0.00619898045250293,0.00445372174157812
"X379",0.409059020710031,0.000318919213115024,0.558428641680464,2.11384807603114e-07,0.00356326081462541,0.0286299461969573
"X380",0.0931048362838628,0.122118953919781,0.236999798901202,0.513589135514161,0.0169864056071668,0.017200869773827
"X381",0.446291871942696,0.0502974019288664,0.205758807580177,0.231275408356568,0.0374963497351359,0.028880160456557
"X382",0.0520627535488541,0.401398471341334,0.0166032370719266,0.49499849259141,0.0084661229647913,0.0264709224816846
"X383",0.150411558825995,0.0897723114612539,0.0138984166979364,0.723910161430084,0.00180113669195755,0.0202064148927733
"X384",0.314103492272665,0.0570737320679378,0.198823274518063,0.392272266622376,0.0078272583475631,0.0298999761713954
"X385",0.0195918963044567,0.647538130853685,0.242548100527329,0.0567146305498533,0.00300128314921373,0.0306059586154617
"X386",0.0113953033086888,0.0843865151668465,0.249834050514285,0.629865072270194,0.00549675951415995,0.0190222992258261
"X387",0.130295949143551,0.0280697487974642,0.414191646375224,0.410054996263836,0.00185118448253527,0.0155364749373891
"X388",0.231016248819422,0.441134962128024,0.239773836917559,0.0180677517900462,0.046173809039404,0.0238333913055446
"X389",0.076947845491158,0.43175103727449,0.396133560912414,0.0655235706494605,0.011362461903357,0.0182815237691201
"X390",0.0914959498894733,0.482630743071954,0.220947199321555,0.152274888350523,0.0311313765903797,0.0215198427761145
"X391",0.0219957459175295,0.0694531104614423,0.262008359634363,0.635673955567252,0.00445872212794844,0.00641010629146508
"X392",0.553344926346059,0.000293728577498371,0.397878915308457,3.31878804866512e-08,0.0135425033456222,0.0349398932344824
"X393",0.0543652583504139,0.000645783150204431,0.937511338024897,1.11791146537141e-08,0.00554360800190871,0.00193400129346125
"X394",0.00842104346284105,0.0852122421292235,0.315957834454727,0.585573728560932,0.000793049188653608,0.00404210220362226
"X395",0.0654167821694694,0.0430666618090817,0.315734875871984,0.562379887295691,0.00251083403727978,0.0108909588164936
"X396",0.206884219384936,0.663118402904505,0.00952929016725984,0.0770026320417886,0.00526223065814087,0.0382032248433695
"X397",0.176223783790527,0.403033111568573,0.386078007359202,0.000496022121533608,0.0140110588539019,0.0201580163062622
"X398",0.114159344546074,0.0297733972982888,0.24447067243409,0.578310668042803,0.00917459213188502,0.0241113255468587
"X399",0.0184453231118399,0.344286363236802,0.0145524555722599,0.608447275434257,0.00354821546000443,0.0107203671848363
"X400",0.137720719469777,0.343727818111438,0.0268270789450069,0.425681111398443,0.00267795208124514,0.0633653199940898
"X401",0.0193227485524793,0.438957767765812,0.0935221631550721,0.39873675994431,0.0262452197695611,0.0232153408127659
"X402",0.730557004870902,0.00897746478596784,0.00509921367018212,0.197939330819753,0.0171553102894251,0.0402716755637699
"X403",0.135520514066769,0.321582342965617,0.501070727738782,0.0090400624845077,0.00649680647487763,0.0262895462694463
"X404",0.0447413517569133,0.082390387158908,0.112898229247545,0.737228339154704,0.00441176933568628,0.018329923346243
"X405",0.00811974275554078,0.0404529105716098,0.500973410023155,0.437846094825034,0.00237389223275549,0.0102339495919046
"X406",0.00507958637017091,0.0319633517435351,0.0734193900526172,0.814647476579363,0.0625072890659693,0.0123829061883444
"X407",0.0219095589315729,0.250255900845796,0.156419133246572,0.552024002484388,0.0121754465619225,0.00721595792974874
"X408",0.00274271542428793,0.037578858271624,0.501720419579444,0.433077030399922,0.00126313372386922,0.0236178426008528
"X409",0.0698135898476058,0.198075372735683,0.0271831797585909,0.698988460600676,0.00147712879780065,0.004462268259644
"X410",0.00625231853143702,0.0349689155101488,0.151365459235199,0.79850019093513,0.00142356496028834,0.00748955082779686
"X411",0.556973379412858,0.263291841764712,0.111935290571454,0.0150308376988062,0.00991783001422936,0.04285082053794
"X412",0.0406185021237377,0.182845154805722,0.227422140550968,0.516451527679919,0.0139792830410098,0.0186833917986434
"X413",0.0404586008793492,0.53533700882569,0.280314027153651,0.0530653540851726,0.0494754246906083,0.041349584365529
"X414",0.00256433169466266,0.00145777826963812,0.786106256279893,0.201600206843211,0.00451895085610806,0.00375247605648749
"X415",0.0394729740318648,0.0151112978267745,0.847870687787881,4.53146177591506e-05,0.080925369622174,0.0165743561135462
"X416",0.0213282389720237,0.462469096014794,0.0460527853551856,0.446750139615777,0.00242077125777865,0.0209789687844404
"X417",0.0731319283517084,0.113779960216007,0.0125059130933725,0.784294677777165,0.00186142751659171,0.014426093045155
"X418",0.445551776758103,0.0169787584572666,0.0166798801750709,0.467269629839367,0.00995946606675724,0.0435604887034351
"X419",0.0142493946964906,0.0922045517564123,0.357632276660531,0.515051988299555,0.0108901813784777,0.00997160720853327
"X420",0.120495933155404,0.0401950393676375,0.0256377133629455,0.782713439547782,0.00611163501062661,0.0248462395556043
"X421",0.0358419152968442,0.0756715920568499,0.343746461730215,0.524489381768694,0.00438122289160258,0.0158694262557941
"X422",0.00983928618790568,0.0970238518532825,0.00976769568342965,0.872603995188661,0.00446607237196545,0.00629909871475558
"X423",0.00664439575555905,0.0321689858713632,0.228590996708673,0.718412291495405,0.00429391648425027,0.00988941368474945
"X424",0.807005456530122,0.00652130530301694,0.0761100950771993,0.0570414539635329,0.0339804027749705,0.0193412863511581
"X425",0.0552636199627013,0.122050623309986,0.190047781069561,0.616245611928831,0.0083732185974248,0.00801914513149705
"X426",0.108735906698553,0.081240475395911,0.43307432178404,0.277472205879536,0.0897911575566008,0.00968593268535894
"X427",0.0456025228852686,0.0181479352760959,0.891352415141844,8.46817364136653e-05,0.0359692543069007,0.00884319065347722
"X428",0.0075456235325892,0.267182361108345,0.0863984372154842,0.621988518601896,0.00686268235658514,0.0100223771851007
"X429",0.204583437612734,0.103501639775926,0.00557737930417403,0.679040980602289,0.00137297255473966,0.00592359015013749
"X430",0.394661472468092,0.127902690238221,0.380452121431088,0.0590514351859412,0.0184927722779272,0.0194395083987302
"X431",0.0805555143474921,0.518637154538014,0.374468394353306,0.00193537563166222,0.0178401685660836,0.00656339256344145
"X432",0.0529096325756357,0.0338245430494855,0.414560536940894,0.484603977523128,0.00191860569294356,0.0121827042179138
"X433",0.00300045026481261,0.0468241593450605,0.0146403065439985,0.915680730068741,0.0020966920429563,0.0177576617344309
"X434",0.197321331557081,0.0461601195323761,0.0832054649777897,0.652459452785567,0.00514533648502617,0.0157082946621598
"X435",0.0749905335174434,0.00471855255905952,0.629980985028402,0.254930277687135,0.0323572807573001,0.0030223704506592
"X436",0.01903619901924,0.0628750561616732,0.32893435966575,0.578826669900357,0.00365837625292145,0.00666933900005825
"X437",0.00777659021083534,0.0971734918390472,0.0109291962687429,0.876469403493687,0.0015408064268041,0.00611051176088329
"X438",0.0834827043350567,0.11938260891582,0.462853109118994,0.313815657046101,0.00427339567928453,0.0161925249047439
"X439",0.0168994692857299,0.0214071755974028,0.675009267477277,0.264871421783027,0.0127910106150317,0.00902165524153158
"X440",0.0305162010069703,0.226379460545674,0.361356493855249,0.36479395167823,0.00666598807770147,0.0102879048361755
"X441",0.0414803570664002,0.391482865979173,0.208353219419312,0.354692546570531,0.0016086854681951,0.00238232549638878
"X442",0.176677529149366,0.0184368725911355,0.489471689802313,0.265050315451135,0.0280983754225385,0.0222652175835113
"X443",0.221540571515172,0.113180398684533,0.493269976669257,0.128421176819441,0.0346925765319508,0.00889529977964672
"X444",0.0103842791423863,0.0402414405387128,0.00291991576192887,0.943162504188555,0.000325463728720204,0.00296639663969683
"X445",0.154527407185093,0.0319808591675107,0.0465698968248871,0.601108704254543,0.00131176091805793,0.164501371649909
"X446",0.244256999388141,0.00117337234904909,0.733997783483669,8.45357892001494e-06,0.0098083788385013,0.0107550123617195
"X447",0.216263570456946,0.148204891057943,0.251393435086674,0.327999823122706,0.00665289664443435,0.0494853836312968
"X448",0.00152837404857702,0.0726354892782677,0.276700008371326,0.638420825970219,0.00153794451107125,0.00917735782053951
"X449",0.112148679537232,0.460054705821646,0.0389698855854126,0.355982871724614,0.0105721663774399,0.0222716909536547
"X450",0.328321040598765,0.0187417339203517,0.429707602529299,0.174000348361777,0.0257298281870562,0.0234994464027524
"X451",0.568041314230427,0.297243924538636,0.0327369968010422,0.0568686349320109,0.0241241478317541,0.0209849816661295
"X452",0.569615607219703,0.0229902177137194,0.275586920001119,3.18772781567112e-05,0.130020703252105,0.00175467453519624
"X453",0.120298511785456,0.427724477391193,0.107052926180321,0.00337314811237647,0.288083628151529,0.0534673083791247
"X454",0.244939719329011,0.651151681849736,0.00104416441894116,0.0216547688720532,0.0220580263351784,0.0591516391950799
"X455",0.0519097726151507,0.256515823709193,0.133824297633935,0.494574281953452,0.0245237292142175,0.0386520948740519
"X456",0.44220204109011,0.0431109910443685,0.0605108581603885,0.298676208982302,0.0498307420172624,0.105669158705569
"X457",0.231535741017377,0.000837038011580059,0.748830730261275,1.45468245151289e-06,0.0171628690006875,0.00163216702662887
"X458",0.0300296700238615,0.431015269949437,0.0336154078828284,0.466129779050774,0.0180206325226188,0.0211892405704806
"X459",0.0656812394120214,0.45015436259018,0.392075848833787,0.0314647027954789,0.0200069782653824,0.0406168681031507
"X460",0.285144587507782,0.00324694287689976,0.34873160276563,0.305806916189565,0.0371957974919064,0.0198741531682164
"X461",0.193741400562775,0.461899000918637,0.249913132017745,0.0102410913238317,0.0376844034034941,0.0465209717735161
"X462",0.360059248352803,0.000347893819083659,0.60402362035105,1.6785547368125e-07,0.0275567058290308,0.00801236379255912
"X463",0.39661739433784,0.13199558694658,0.427458699455467,0.00720825822247204,0.018655282521478,0.0180647785161624
"X464",0.0241758241110927,0.0362183268967088,0.469833841278647,0.180183642578065,0.281832707240557,0.00775565789492978
"X465",0.0165078673000629,0.0632312219210789,0.141622151507646,0.770412309524374,0.00237724874674361,0.00584920100009488
"X466",0.177649267966936,0.052350025835031,0.0485800701809954,0.701008510762564,0.00675110242495269,0.0136610228295212
"X467",0.466889039900764,0.0134868541082473,0.419497687734143,0.0214321241847504,0.0386103125603561,0.0400839815117397
"X468",0.139705358160128,0.0311411772142442,0.0896974043621492,0.731041526309976,0.00126072411473459,0.00715380983876849
"X469",0.390828664178744,0.0996932574031465,0.452848260357536,0.000650900601226647,0.00588833214025195,0.0500905853190949
"X470",0.260472657764394,0.554935366966727,0.0731281169573873,0.107549210261351,0.00157676356229666,0.00233788448784365
"X471",0.145570622370043,0.319760420464339,0.510488377426396,0.00188754324155116,0.00900926520701064,0.0132837712906604
"X472",0.0376367352871976,0.48492075856209,0.19879063229673,0.191287104880012,0.0212189148287214,0.066145854145249
"X473",0.0171139971378597,0.0726674335791032,0.271557509321576,0.626198865405507,0.00533469909670345,0.0071274954592506
"X474",0.121327198748136,0.0421050368027911,0.102584611503489,0.721417990852775,0.00270621461746514,0.00985894747534423
"X475",0.0323789946507344,0.0675442605549031,0.416906278906928,0.428565017979963,0.0485231819130514,0.00608226599442031
"X476",0.0656529723790529,0.662144174938577,0.122249613575838,0.0724291723382629,0.0575970649831874,0.0199270017850814
"X477",0.366449607025659,0.0612706061208641,0.403654006015689,0.000508688058310037,0.148075060317599,0.0200420324618789
"X478",0.0399954024675115,0.0251421809300731,0.280577398041999,0.352402127135634,0.28325410363896,0.0186287877858222
"X479",0.0329637099801057,0.0372922690547847,0.48844636727162,0.424253083120036,0.00918001098690614,0.00786455958654747
"X480",0.0139975048291303,0.0737406154865348,0.00720184662419359,0.896297955904652,0.000569699483008589,0.00819237767248118
"X481",0.0154591340645988,0.20320866666843,0.0678167219841915,0.687083896108425,0.000620565368803612,0.0258110158055507
"X482",0.165014020330055,0.00366384905583819,0.327461458234608,1.27018483434874e-05,0.495823166010138,0.00802480452101662
"X483",0.0371550050052534,0.0592215299754703,0.455253756502556,0.402248254437009,0.024219678869716,0.0219017752099957
"X484",0.015988425379658,0.108684764831539,0.863886576701504,0.00103449198073448,0.00438431988722205,0.00602142121934203
"X485",0.0573225404025718,0.677252322335007,0.203934772643054,0.00142900458882204,0.0222608591194265,0.0378005009111191
"X486",0.0140135479046836,0.0141838782179627,0.705893295717095,0.247660455316144,0.00671222232671813,0.011536600517396
"X487",0.0183656002729989,0.335831951192665,0.0467067046841483,0.577160137234755,0.00414415246004293,0.0177914541553893
"X488",0.372121157023697,0.0194954717797244,0.217197590267946,0.361141349325116,0.00317417846249899,0.0268702531410167
"X489",0.345541497866021,0.38692066872671,0.237906043448657,0.000282849680854758,0.0143013077878592,0.0150476324898973
"X490",0.179792093064316,0.00974296984963462,0.58461741378935,0.0664657255036582,0.138081640650363,0.021300157142678
"X491",0.0040148815733212,0.125430093577262,0.0226711321531522,0.834982852260105,0.00419284636277808,0.00870819407338125
"X492",0.0207976040375585,0.105558534990357,0.343312253819923,0.503865996231273,0.0169363657874681,0.00952924513342063
"X493",0.0508786465922408,0.410176150951232,0.0747285960543911,0.35649423376751,0.0822135481904608,0.0255088244441658
"X494",0.0902048945507072,0.00304925382284509,0.893282996486662,0.000135848726874724,0.0122115182696364,0.00111548814327419
"X495",0.153714873415957,0.00496282426436597,0.814129621040772,1.51398401679242e-07,0.0142268094356119,0.0129657204448919
"X496",0.4129435814716,0.208526187270698,0.293596323370008,0.00645562773538046,0.0361920362428939,0.0422862439094196
