"","B cells","EPCAM+ cells and cholangiocytes","Hepatocytes","LSEC","NK,NKT and T cells","Stellate cells and myofibroblasts"
"X241",0.000188228861597215,0.0364190191817878,0.448473272861407,0.0326782465542339,0.476733043473963,0.00550818906701154
"X242",0.000336050961013816,0.445355460661091,0.0337237374099804,0.519912649055212,0.000336050956351282,0.000336050956351283
"X243",1.58484163744841e-05,0.00991314200464023,0.584279296021454,0.0173961275204096,0.388379737620771,1.58484163507146e-05
"X244",9.7093333994212e-05,0.177642571409479,0.690233007669639,0.12570127999015,9.70933326473527e-05,0.00622895426409098
"X245",0.000148661701410079,0.0245120994253024,0.156580758479182,0.0407558241977661,0.777853994495174,0.000148661701166158
"X246",0.000490503466150192,0.754099817324159,0.122078918418184,0.000162358256819469,0.0900451000000273,0.03312330253466
"X247",0.000444962168533174,0.0348642221475646,0.357402115256663,0.498628513432379,0.0838368011781397,0.0248233858167203
"X248",0.000200303584346467,0.0341158223361766,0.572427714443865,0.3146370104217,0.0784188456165979,0.000200303597313324
"X249",9.3668615251837e-05,0.00160396698190012,0.795369604353583,0.00278407363881045,0.200055017796421,9.3668614033804e-05
"X250",0.000249163603395517,0.0243861917448358,0.0505681656186356,0.000249163590810392,0.921258462729515,0.00328885271280764
"X251",0.664986668789033,0.000331059411630281,0.000331059411727633,0.000331059411308211,0.333689093564237,0.000331059412063011
"X252",0.000324670352946536,0.295855128786402,0.0849303020571709,0.614514609923825,0.000324670352133055,0.00405061852752207
"X253",9.42669236995881e-05,0.0546583242309231,0.940381951153151,9.42669148027387e-05,0.00467692386262083,9.42669148027379e-05
"X254",0.000306662193799664,0.0211451543961366,0.412258402919155,0.278880823192303,0.287102295106994,0.000306662191611999
"X255",0.000135202262253638,0.00860324661365052,0.656677484514864,0.000135202258307927,0.334313662092616,0.000135202258307926
"X256",9.02670815855328e-05,0.0710583291544636,0.716362663002184,0.0219556812787883,0.185263136803157,0.00526992267982164
"X257",0.000147086978954251,0.766606263212413,0.14856624517043,0.000147086978167578,0.0823357831483815,0.00219753451165435
"X258",0.000472385308446383,0.42644762415211,0.289292151256585,0.235478846675845,0.0238632444429271,0.0244457481640866
"X259",0.718690970496335,0.000420852201603589,0.177374031301155,0.0210866000212115,0.0820066937781134,0.00042085220158259
"X260",0.00876393210806177,0.000255266526962318,0.000255266526920265,0.471463058349405,0.519007209961688,0.000255266526962317
"X261",0.00031961298729901,0.0145819530372164,0.329764922939257,0.190292230854923,0.459685120955321,0.00535615922598336
"X262",0.00243461459246594,0.598367527364016,0.139150364930983,0.0201439458488957,0.203847508737951,0.0360560385256885
"X263",0.000105466890340717,0.00605052674915244,0.000105466890301661,0.0174309836085584,0.976202088971385,0.000105466890262118
"X264",0.513960156424164,0.0156386932384837,0.380805016195059,0.000317080800488022,0.0889619725413423,0.000317080800463161
"X265",0.0159765961282602,0.037159055752897,0.669343470763157,0.006116407539249,0.271269196978592,0.000135272837844946
"X266",0.000264737055643461,0.000264737017997747,0.000264737018114152,0.522016098771569,0.476924953118678,0.000264737017997742
"X267",0.000271938674660402,0.040564601962497,0.781417150598823,0.00462499101178619,0.153847368453933,0.0192739492983008
"X268",0.000325488799309583,0.0127009054779002,0.110953578649128,0.287130507743646,0.57727446761749,0.0116150517125266
"X269",0.000348017122387225,0.192736046593924,0.384253032755687,0.296623929627318,0.12569095677938,0.000348017121303566
"X270",9.19409848948071e-05,0.207994817678378,0.787670237234077,9.19409975536809e-05,0.00405912210754305,9.19409975536808e-05
"X271",0.00332506948579586,0.0241268023723211,0.695323119316856,0.276942945927038,0.000141031448994498,0.000141031448994497
"X272",0.000203116065533853,0.0445423955139318,0.454395350811802,0.364078682638079,0.117247909013912,0.0195325459567415
"X273",0.000133661313191006,0.140860277145018,0.560531783850913,0.00665054973445732,0.291690066642877,0.000133661313544833
"X274",0.000325752551338589,0.0411702756511859,0.196724943027966,0.284334674297324,0.466986773168818,0.0104575813033672
"X275",0.000102553201567081,0.136749753613223,0.819090321928834,0.0415299372769874,0.000102553201862677,0.00242488077752577
"X276",5.85423172219117e-05,0.0402628014413431,0.886040638597231,0.0358903843510416,0.0376890909766209,5.85423165408764e-05
"X277",9.01468158278978e-05,0.0179956514259334,0.798342923925417,0.115144867575632,0.0683362634288018,9.01468283877779e-05
"X278",0.00411612000597482,0.380773518761064,0.000370934076364219,0.220076369119309,0.394292123960934,0.000370934076353711
"X279",0.000146277020163156,0.0337105856960685,0.272718256393226,0.000146277019796034,0.69313232685095,0.000146277019796033
"X280",0.000246653816179825,0.742035297600673,0.0200603469106167,0.011029858846512,0.226381189002186,0.000246653823832828
"X281",0.000453228876319565,0.0151147440794291,0.247809121236589,0.446176039552864,0.281121871248601,0.0093249950061974
"X282",0.000133004356393035,0.1764807272078,0.605069230525341,0.0173962745570757,0.200787759068566,0.000133004284824877
"X283",8.63128670333021e-05,0.0339424741630598,0.725674031669698,8.6312876277677e-05,0.240124555547654,8.63128762776772e-05
"X284",0.000148269975376999,0.369142666547203,0.579366792789647,0.0113375165011717,0.02352887309134,0.0164758810952612
"X285",5.69513409527638e-05,0.0289195587356849,0.888715248315541,5.69513245082622e-05,0.0821943389588035,5.69513245096734e-05
"X286",0.000359072004692958,0.555554807457213,0.000359071996100586,0.0140593884638261,0.429308588082083,0.00035907199608356
"X287",9.34109495294813e-05,0.0321723841493188,0.754905295528492,0.00165256327541515,0.210825288774189,0.000351057323056096
"X288",0.000305872726035989,0.445056390527561,0.217150881522505,0.325901490631003,0.000305872720624372,0.011279491872271
"X289",0.000221844957252451,0.0725344607499127,0.000221844957301911,0.103308745239842,0.23308685641504,0.590626247680652
"X290",0.000217225835413763,0.207606886997783,0.107297869086256,0.000217225824443073,0.67747766675778,0.00718312549832478
"X291",0.000148263673024845,0.0179136241413361,0.633251857680063,0.000148263672896489,0.325432269364413,0.0231057214682672
"X292",0.00268511195787181,0.577112264706152,0.000326641337203697,0.0110989308695549,0.374497369365072,0.0342796817641453
"X293",0.504259600887682,0.18249444033222,0.000321454812040183,0.0195270671357672,0.293075982020266,0.0003214548120248
"X294",0.000311201068565097,0.00496757774326841,0.382601508391389,0.0105927404360282,0.523887431933248,0.0776395404275014
"X295",0.000143759466315827,0.00014375946594231,0.0001437594637317,0.775213109970457,0.224211852167611,0.00014375946594231
"X296",0.0074887947453027,0.0635791452234761,0.374023107708553,0.000580321973964129,0.554125254873434,0.000203375475270335
"X297",0.000227023245994493,0.663918627455394,0.110660389990464,0.000227023234263386,0.202226876662246,0.0227400594116372
"X298",9.49462901807058e-05,0.0474442267899605,0.748136450336422,0.00200895286235838,0.202220477433761,9.49462873172565e-05
"X299",0.000289134685618652,0.421583878819965,0.29409243745889,0.0200799899674142,0.263665424383184,0.000289134684927612
"X300",9.43752536958311e-05,0.21811945435433,0.661320963701744,0.0193059979160482,0.101064833507341,9.43752668412818e-05
"X301",0.000229024934497654,0.0443575661833635,0.320560852753951,0.344205317216524,0.236917077291964,0.0537301616197003
"X302",0.000136083537337061,0.0513061290665803,0.505755509661466,0.0168400224898054,0.415589402487375,0.0103728527574367
"X303",0.00308196048276445,0.000176719028706112,0.00017671902856283,0.0357405505605645,0.959744059454586,0.00107999144481626
"X304",0.000488216176030155,0.000488216164224645,0.0678304437398297,0.630884700163483,0.290539363656676,0.00976906009975616
"X305",0.000221741794598873,0.387058418549726,0.000221741783428413,0.363922036368646,0.241095593351453,0.00748046815214782
"X306",0.000108133062658312,0.0199479026670062,0.742994220272945,0.184535708375428,0.0135134348335101,0.0389006007884518
"X307",0.0129043963740582,0.000433652475373914,0.000433652475532248,0.32386541450012,0.661929231699394,0.000433652475521504
"X308",0.000218933745653898,0.345330623194185,0.339652663742388,0.313688565704672,0.000890279835722809,0.000218933777378468
"X309",7.32958589410315e-05,7.32958588999148e-05,7.32958588849705e-05,0.00606234277107226,0.993644473793302,7.32958588999154e-05
"X310",0.157261395890983,0.0166328546601153,0.398911466948357,0.303491373567144,0.118788658022516,0.00491425091088557
"X311",0.000300371645624386,0.0171576271967351,0.0641730502375334,0.552621305240312,0.334329300305533,0.0314183453742623
"X312",0.191733820068491,0.225054848188945,0.490537751206979,0.00620495105352754,0.070323490795836,0.0161451386862213
"X313",0.00030548858184254,0.182667286600598,0.000305488604057756,0.385770115922472,0.395908623146116,0.0350429971449142
"X314",0.000134027393528494,0.0279701753351314,0.631002419062691,0.0680182491616168,0.266778425423092,0.00609670362393962
"X315",0.00010411997242936,0.0001041199723716,0.000104119972444163,0.317687255025502,0.681896265084881,0.0001041199723716
"X316",0.000159099075343853,0.00467779279725418,0.000159099072987211,0.298132606561891,0.696712303419367,0.000159099073156714
"X317",9.93881661756067e-05,0.0428248355272839,0.765004208511658,0.182796664173927,9.93881653622494e-05,0.00917551545559317
"X318",0.256612347090514,0.0200473276180214,0.343858562134318,0.190743292060829,0.188101179201285,0.000637291895032394
"X319",0.000949489034335302,0.0698473280838726,0.69297788306551,0.0106341253032277,0.225452727067848,0.000138447445205834
"X320",0.000200494065944113,0.389089275881858,0.432443562402051,0.000206600224946531,0.170550349439671,0.00750971798552939
"X321",0.000242660291501076,0.0266186931755242,0.000242660291831687,0.29800039233502,0.674652933614285,0.000242660291838159
"X322",0.000167104734205892,0.910931708855437,0.0509727751005046,0.000167104730457015,0.0156711872446639,0.0220901193347319
"X323",0.000292058643097346,0.0422691282644809,0.345745513922608,0.00715642428209227,0.59018200267037,0.0143548722173513
"X324",0.000214559037346045,0.00101953563633629,0.000214559037403766,0.602244356578142,0.39609243067336,0.000214559037411817
"X325",0.000100788733410749,0.0651417082329991,0.624205777831867,0.27129366160408,0.0391572748666629,0.000100788730980313
"X326",0.000208516050182248,0.0190804221669576,0.522183767219224,0.396324943833819,0.0610704222383712,0.00113192849144526
"X327",0.000216682573103904,0.381058135158694,0.51470460426027,0.000216682575022008,0.0954793664207095,0.00832452901220051
"X328",0.000196744783652101,0.0244814225418999,0.603474386344146,0.106505389511115,0.255279300430778,0.0100627563884093
"X329",9.26915081602076e-05,0.0192259874187591,0.857969105116219,9.2691499293313e-05,0.122526832958264,9.26914993045167e-05
"X330",0.000200771544371818,0.013924147795144,0.432315526009398,0.343990425649409,0.20293089593141,0.00663823307026718
"X331",0.000100055033743404,0.0356323079672937,0.725549883162466,0.0956384891425436,0.142979209683954,0.000100055009999371
"X332",9.19059986961155e-05,0.0148745905690451,0.679920223868024,0.197687693780989,0.107333679791232,9.19059920141884e-05
"X333",0.00047956531508137,0.359364693787524,0.377408545016739,0.0530529326122024,0.206091173151829,0.00360309011662423
"X334",0.00028335263446254,0.12296724995526,0.387517780447247,0.369247983311654,0.116929157749864,0.00305447590151205
"X335",0.157060474208472,0.0703809314312454,0.577358574718,0.00204876556449083,0.178951092580623,0.0142001614971698
"X336",0.000141388334483339,0.0127167811828568,0.672289679358368,0.0579026913228915,0.238849967188636,0.0180994926127641
"X337",0.000144471658052361,0.000144471656348876,0.000144471656282188,0.816615815353437,0.18280629801953,0.000144471656348876
"X338",0.0003045851509606,0.261512361838606,0.000156641961775843,0.0699827681332534,0.660075921035158,0.00796772188024644
"X339",0.00029916966454966,0.0310634520016047,0.398610784686631,0.350444007238037,0.219283416748782,0.000299169660396082
"X340",0.000160182667114221,0.856066398453691,0.000160182665057063,0.0303467471635235,0.108649628570969,0.0046168604796446
"X341",0.00435609755778425,0.00579552621059565,0.340355884400201,0.0944521210525695,0.499976241991191,0.0550641287876592
"X342",7.20330896008075e-05,0.00871274086621155,7.2033089085696e-05,0.0388923751674315,0.946052856873405,0.00619796091426539
"X343",6.12414967442926e-05,0.0144276569154575,0.908931374986566,6.12414749473935e-05,0.0764572436513377,6.12414749473911e-05
"X344",0.00538058778180454,0.450212366507102,0.0121858735192434,0.000298563852367846,0.515904446448507,0.0160181618909749
"X345",0.00227721429239502,0.145298238193823,0.491999508453098,0.0961547704828258,0.256170919055861,0.00809934952199669
"X346",0.000829141691481882,0.199856254235536,0.389278212743812,0.0594727474336092,0.340292605432479,0.0102710384630822
"X347",0.000132435693942438,0.026380103558934,0.609374480610006,0.228008735478817,0.135971808913921,0.000132435744379522
"X348",0.00120750419376073,0.0447646983930287,0.700924051492563,0.000669705193756424,0.252295089389208,0.000138951337682647
"X349",0.000213872352804606,0.0165833020892691,0.183230610023502,0.479206871840729,0.320551471340634,0.00021387235306136
"X350",0.000136961878758226,0.461169782109323,0.437560871023451,0.000136961876893588,0.100858461234681,0.000136961876893588
"X351",0.000210201078710281,0.0216370816708318,0.186638007854851,0.78487568566813,0.000210201092258029,0.00642882263521889
"X352",0.000218738451447075,0.346256331676392,0.00124344133566401,0.000527818576498173,0.605277563621267,0.0464761063387318
"X353",0.00023110033496802,0.000231100335303205,0.000231100335768043,0.581250226280822,0.394373459845288,0.0236830128678502
"X354",0.000137423271159336,0.100568092889871,0.58421154466449,0.313553404470595,0.000137423233361717,0.00139211147052344
"X355",0.00214634849013046,0.194200346135482,0.613815295062396,0.0386764479675293,0.150952251150354,0.000209311194108453
"X356",0.000148705884453979,0.0403505817558981,0.649890571270218,0.164963634406149,0.141096683867984,0.00354982281529668
"X357",0.000148238706656799,0.588645273245721,0.407273113904393,0.00363689676293364,0.000148238690147667,0.000148238690147671
"X358",0.00014119441932153,0.0679610191645169,0.640914719757319,0.00123248363742495,0.287718369676273,0.00203221334514399
"X359",0.000196911739490343,0.0249367178381743,0.479218880316897,0.481214697614075,0.000196911756700547,0.0142358807346626
"X360",0.000138782651133254,0.0413896994167157,0.60128085151674,0.350109027642336,0.00694285612255567,0.000138782650518956
"X361",0.000203288284119685,0.579065103458785,0.309401803878803,0.00020328831360876,0.0787256844935331,0.0324008315711508
"X362",0.000133238433556027,0.165539773271498,0.592195132481546,0.00189266493549049,0.231284622113857,0.00895456876405172
"X363",8.86868044302628e-05,0.0283438515338941,0.810014021555896,0.00315201972743452,0.151732665781177,0.00666875459716776
"X364",0.000305544975904756,0.310905229741732,0.0808725192133617,0.607305616190623,0.00030554493918917,0.000305544939189172
"X365",0.000189831914054866,0.0389121920103798,0.503109018032378,0.00949991489788322,0.448099211232058,0.000189831913246335
"X366",0.000167034472443701,0.727670860204808,0.000167034470170424,0.244011456485349,0.0278165798970586,0.000167034470170423
"X367",0.000308503970664603,0.0113763999680226,0.390473402181774,0.446804291157888,0.150728898728508,0.000308503993142335
"X368",0.00033001955656643,0.410489364402013,0.000330019555979904,0.435675306397214,0.136771992216696,0.0164032978715307
"X369",0.000301581276343292,0.418438348118116,0.151147208091503,0.345475587715544,0.0843356935256556,0.000301581272838088
"X370",0.000204821730317076,0.188029575734607,0.511702866161917,0.000204821778763683,0.299653092815632,0.000204821778763684
"X371",9.51829915452813e-05,0.151885454446717,0.779734739775679,0.0673810288941342,9.51830048000387e-05,0.000808410887124741
"X372",0.00014387064152152,0.743365194174716,0.000143870640931092,0.000143870640931094,0.213983839825215,0.0422193540766854
"X373",0.000341091542990968,0.328794497911339,0.183906275658486,0.163198454587256,0.297420365432055,0.0263393148678719
"X374",0.000145358044107489,0.0195410350334914,0.580840562863198,0.386189786230811,0.0050427910941884,0.00824046673420314
"X375",0.000200526680464564,0.0159286541973588,0.178165626669954,0.297961319580375,0.000200526680660073,0.507543346191188
"X376",0.390359388919087,0.0140860452227926,0.215612814821372,0.339633050854647,0.0234437733490071,0.016864926833095
"X377",0.000216897947493033,0.201999834162455,0.569871141515404,0.000216897948178198,0.220279448975263,0.00741577945120701
"X378",0.000110218729781575,0.000581438724811621,0.000110218730136316,0.000110218730011015,0.998977686355248,0.000110218730011193
"X379",0.000166617105568509,0.000166617105600173,0.000166617105754085,0.547222457092818,0.452111074484659,0.000166617105600186
"X380",0.00013649566330374,0.0441813859199848,0.634975794677725,0.0829749240015445,0.237594904076035,0.000136495661407598
"X381",0.000418682089892792,0.0342043391088408,0.349229862510196,0.476781937646363,0.13894649653193,0.000418682112777759
"X382",0.000211082653628396,0.439197848039942,0.50578054817001,0.032847792233607,0.021751646250872,0.000211082651940711
"X383",9.51325596566461e-05,0.0632019998859479,0.739274053051399,0.197238549385142,9.51325589273869e-05,9.51325589273869e-05
"X384",0.00020909491324368,0.0306044467637102,0.4748741152932,0.311592385496892,0.182510862587006,0.000209094945948559
"X385",0.00023478322791311,0.716941242389879,0.0551980351985267,0.00023478322672994,0.227156372730221,0.00023478322672994
"X386",5.93356782034272e-05,0.0134959478146318,0.774679129233608,5.93356849662569e-05,0.211646915903624,5.93356849662571e-05
"X387",0.000106896005874292,0.00129871884932142,0.559091992640203,0.132279124612799,0.299525472863559,0.00769779502824265
"X388",0.000345376279581192,0.508247426195187,0.000345376277367791,0.321152100983603,0.169564343986893,0.00034537627736779
"X389",0.00032400040589784,0.460439301598229,0.0719420356073404,0.000324000439949029,0.444898474616563,0.0220721873320206
"X390",0.000299983478848755,0.552050800200503,0.220697421416379,0.021961937742006,0.193502150720572,0.0114877064416913
"X391",0.000802483198392328,0.0512921542213384,0.708182630453503,0.000346605799682285,0.235033510041625,0.00434261628545933
"X392",0.000332209994894966,0.000332209981547139,0.000332209983140571,0.643644618396048,0.340656466702578,0.0147022849417919
"X393",0.000132997786663871,0.000609472580234971,0.000118833183283841,0.00916014192829119,0.984927622342327,0.00505093217919872
"X394",0.000129077579406127,0.0185892462321804,0.701161049406606,0.00046803276723175,0.279523516436843,0.000129077577733413
"X395",0.000127537074112669,0.0182201279582796,0.610539459800715,0.0747962446678885,0.294204938124222,0.00211169237478243
"X396",0.000219233035645526,0.620853297735889,0.103953705718189,0.253638411092947,0.000219233035561139,0.021116119381768
"X397",0.000302706399991771,0.334907165944205,0.000302706440348574,0.252551906832223,0.411632807942876,0.000302706440355373
"X398",0.000125833858611178,0.0139783946428496,0.5880683291112,0.169714345484547,0.227965121456354,0.000147975446438388
"X399",0.000171091999042677,0.396685727439195,0.591418630803945,0.000321523649049798,0.00531287107831705,0.00609015503045047
"X400",0.000203745496235634,0.337467598340986,0.46104930912106,0.164293176294743,0.0120954408709072,0.0248907298760688
"X401",0.00558261229124929,0.484253342555428,0.321185683249627,0.0123191403415954,0.150923816837811,0.0257354047242891
"X402",0.000205126994809197,0.0384471360860846,0.211945929209151,0.748991553693987,0.000205127007984005,0.000205127007984008
"X403",0.0013303809500994,0.446885325564713,0.000328343882226441,0.197324648171186,0.353802957549549,0.000328343882226442
"X404",0.00050153904726137,0.0186657920162498,0.764928279083769,0.0548589577875073,0.160953734044091,9.16980211220925e-05
"X405",0.000209842306630903,0.0459259537335573,0.531054209127662,0.000209842302908952,0.413951114680583,0.00864903784865716
"X406",0.28596000339804,0.0235452301562334,0.600156365396403,0.000191633386001285,0.0887806354321602,0.0013661322311622
"X407",0.000137863407520872,0.241550029585229,0.603043316912264,0.00575357721363062,0.14937734947425,0.000137863407106132
"X408",0.000201902953645721,0.0882121158978468,0.47247101503486,0.00452519807381202,0.400497188859324,0.034092579180511
"X409",9.67416237781774e-05,0.114519984663212,0.781992563584275,0.0759994801595347,0.0269009061065659,0.00049032386263404
"X410",9.51246964154457e-05,0.0262448629885822,0.80091749729222,9.51246916940456e-05,0.170803937017596,0.00184345331349206
"X411",0.000204404950549021,0.270131764809296,0.00525751345093957,0.612693238717066,0.109638215018022,0.00207486305412747
"X412",0.000138735452723929,0.162465439260429,0.614207099535925,0.0115701945483528,0.211479795751689,0.000138735450880526
"X413",0.00562408558760667,0.665969269506307,0.0305015342828355,0.000214617366916147,0.262513096138473,0.0351773971178617
"X414",0.0188881671341258,0.00120516171136069,0.321443244026227,0.000210615652718045,0.645059410403673,0.013193401071896
"X415",0.000682719907532854,0.000125208543586435,0.000125208542011779,0.0108298904624272,0.988111764000855,0.000125208543586441
"X416",0.000198922201002943,0.493068716826466,0.445033267091598,0.000198922212301966,0.0471674419248392,0.0143327297437923
"X417",6.09510580618217e-05,0.0333750203243608,0.883746328568352,0.0710837219569331,0.0116730270150081,6.09510772837014e-05
"X418",0.000314570965842789,0.0305078860472738,0.487825012732707,0.457508531842171,0.000314570968594527,0.0235294274434103
"X419",0.00186338653296203,0.0351119766401443,0.60901013083036,0.00013628071307477,0.352595849327549,0.00128237595591004
"X420",6.49763249763393e-05,0.0443253875078611,0.761277183736428,0.173855919670478,0.0191309957085334,0.00134553705172335
"X421",0.000842427875056716,0.0293619636664529,0.650287329110915,0.0203822438465324,0.298985548778784,0.000140486722258334
"X422",6.30957757160134e-05,0.0758947347655375,0.905371195124115,0.00780141487942552,0.0108064636938769,6.30957613289189e-05
"X423",0.000809463768461602,0.00746335931762438,0.766973692468312,0.00175591471211971,0.222911239828041,8.63299054414842e-05
"X424",0.000218174831360754,0.0238367076288438,0.0998368966211642,0.838085807910482,0.0378042381827905,0.000218174825358912
"X425",8.87400938061239e-05,0.0217194562527164,0.74960568443722,0.046609763864882,0.181887615245228,8.87401061471301e-05
"X426",0.000130650106940033,0.0709463422191149,0.368080645067516,0.0834449923569798,0.477266720142411,0.000130650107038138
"X427",0.000128902732866494,0.00140421253521219,0.000128902732654558,0.000128902732727507,0.998080176533812,0.0001289027327275
"X428",0.000141170759332905,0.28630545470296,0.618827021189371,0.000141170764334918,0.0944440118196656,0.000141170764334922
"X429",8.80264483834223e-05,0.0252027638430732,0.763515484363912,0.206762218243825,8.80264485094298e-05,0.0043434806522968
"X430",0.000316814425672518,0.14015505695146,0.101593442957133,0.486908095554222,0.260950066432559,0.0100765236789537
"X431",0.000262509430765838,0.537619896909819,0.000262509429954512,0.0208642485413303,0.440728326258196,0.000262509429934172
"X432",0.000127309443330045,0.0121983788089795,0.599115915860319,0.0769705938584133,0.310167820361719,0.00141998166723983
"X433",9.84866944301704e-05,0.0568625385416618,0.872189485545054,0.0249747493149646,0.0457258544621758,0.000148885441713127
"X434",9.59383317239602e-05,0.0329605917030235,0.654306204846094,0.229954375947078,0.0801092961910928,0.00257359298098769
"X435",0.000223028565844053,0.000223028554634017,0.380318375584666,0.00487069105065195,0.613920916706935,0.000443959537268441
"X436",0.00014174972086529,0.0409517782847752,0.66281850756145,0.000141749700356426,0.295804465032197,0.000141749700356426
"X437",6.3481967576243e-05,0.0595664485354699,0.936655893910443,6.34819673548606e-05,0.00358721165180457,6.34819673516916e-05
"X438",0.000293292031251924,0.112657271021304,0.405187968709434,0.0392917756420607,0.442276400565344,0.000293292030605655
"X439",0.000209362308135604,0.0601872974595545,0.356505211101492,0.00663989272052323,0.576248874098238,0.000209362312056767
"X440",0.000296752707028725,0.312901068175022,0.414909110460422,0.00413620542466858,0.267460110532486,0.000296752700371749
"X441",0.000191848469785796,0.477661899354998,0.346235126685305,0.000191848482211584,0.175527428525487,0.000191848482211592
"X442",0.000330176391895417,0.0145191804074764,0.363871887846672,0.196313395213205,0.403000526429235,0.0219648337115156
"X443",0.000329554244780365,0.0708870343784243,0.124453257735302,0.296933425339222,0.50448912095426,0.00290760734801147
"X444",6.21704184565801e-05,0.0265337245747117,0.960760912132069,0.00276284850457065,0.00981817395152053,6.21704186714286e-05
"X445",0.00010222485397976,0.0395326202029178,0.571053785605362,0.161652628614423,0.0166492526744973,0.21100948804882
"X446",0.000151258705101564,0.00200380572465917,0.00015125870270113,0.343050459399273,0.654491958765438,0.000151258702826463
"X447",0.000283653389196164,0.23084554450925,0.321905610585395,0.247079131724565,0.199602406363466,0.000283653428128723
"X448",0.000568531704274099,0.140925668320441,0.639403340264033,0.000139494315724075,0.218823471079803,0.000139494315724075
"X449",0.000209245770215865,0.433214496292354,0.458244873701671,0.0929371884527743,0.0151849500137288,0.00020924576925561
"X450",0.000455329269090915,0.0329466331039443,0.239743714360696,0.312485170428551,0.407010739074154,0.00735841376356341
"X451",0.000327967997497165,0.331254230257742,0.0504332073314623,0.617328658360167,0.000327968026565615,0.000327968026565631
"X452",0.0201512423706284,0.000445535719837489,0.000445535719818973,0.606359641912774,0.372152508557103,0.000445535719837505
"X453",0.528339329386605,0.309912264016684,0.000535215012895228,0.104606468132332,0.0560715084386252,0.000535215012858953
"X454",0.00275154010520818,0.697693611830509,0.000245741385257567,0.263623686675163,0.000245741385257572,0.0354396786186038
"X455",0.000150740177575143,0.299272198087332,0.551037438720705,0.0370901941754551,0.0926256537196028,0.0198237751193303
"X456",0.00113285115989001,0.0294647972058646,0.349381247284299,0.598845221620342,0.00956507916750058,0.0116108035621034
"X457",0.000121107810366843,0.000106883951854925,0.000106883952013783,0.220478162601116,0.779080077732794,0.000106883951854934
"X458",0.000204290811583195,0.515455368916604,0.416826186748249,0.000204290841209503,0.0671055718411446,0.000204290841209503
"X459",0.00248477648257466,0.568308044883955,0.0225301680820878,0.00033067575695783,0.367210308038408,0.0391360267560165
"X460",0.000300907605921123,0.00180400915083153,0.378471723411101,0.324950543451239,0.294171908774736,0.000300907606171157
"X461",0.000156333655827188,0.505914819811598,0.000156333643277056,0.249052461746054,0.240334723041552,0.0043853281016921
"X462",0.000159041426384662,0.00015904142681126,0.000159041427298691,0.475963305004284,0.52340052928841,0.000159041426811261
"X463",0.000291694269383606,0.21145047546384,0.00316713523075113,0.458827787451425,0.325971213331446,0.000291694253154567
"X464",0.514248451102946,0.00031587111345319,0.194340406164619,0.000315871113453362,0.288220140904049,0.00255925960147896
"X465",9.15612911698808e-05,0.00480402304856785,0.809735281571117,0.00160139980216434,0.183676172983111,9.15613038694238e-05
"X466",0.000140243488863588,0.00719344633071308,0.726108120225817,0.221331877762468,0.0450860687074392,0.000140243484699724
"X467",0.000329735342245262,0.00898354101946934,0.0418671900252339,0.530750414970378,0.395486249251888,0.0225828693907854
"X468",0.00213356572725035,0.0344938218882495,0.678031263785904,0.184099906630317,0.101108674213242,0.000132767755037207
"X469",0.000504538603455407,0.0977794107619933,0.000504538608022106,0.551807797627722,0.321565820358914,0.0278378940398931
"X470",0.000148389035037593,0.556670040511865,0.104606891909013,0.24928615091298,0.0808259746670005,0.00846255296410346
"X471",0.000245705285787178,0.425377795080718,0.000245705290225702,0.215702394844269,0.358182694208756,0.000245705290243627
"X472",0.000869134890611549,0.550074742116465,0.27069815000305,0.00911778587056583,0.138488164124741,0.0307520229945671
"X473",9.21898430871938e-05,0.0434574024454604,0.755326128122494,9.21898439048369e-05,0.200939899901149,9.21898439048309e-05
"X474",9.87056850663957e-05,0.0470860274169235,0.721839861003086,0.135076494514278,0.095800205719063,9.87056615832065e-05
"X475",9.08952573209923e-05,0.00492288759936598,0.639531064386911,9.08952575083515e-05,0.354198257578087,0.00116599992080677
"X476",0.000243698004654075,0.802963687840529,0.0727748814082817,0.000243698000350076,0.111290062512027,0.0124839722341581
"X477",0.000245831400009605,0.106477597952183,0.000245831415732665,0.476913403896901,0.415871503919448,0.000245831415725586
"X478",0.440046888273123,0.015640075947887,0.335366612425741,0.000440805251754704,0.196084984440393,0.0124206336611008
"X479",0.000146247656812161,0.000146247656960137,0.520240124031355,0.000146247656920191,0.479174885341032,0.000146247656920189
"X480",8.9558463431279e-05,0.0503376468726574,0.920046357080255,8.9558457165405e-05,0.0270340228500841,0.00240285627640727
"X481",0.00121852131064495,0.245792030224859,0.641924493204669,0.00449846070685342,0.0876340897170395,0.0189324048359335
"X482",0.605180553209053,0.000487129339516668,0.000487129339330228,0.168371214252642,0.224986844519831,0.00048712933962722
"X483",0.000234775389958931,0.0574220384560715,0.549824129880459,0.000400893214735412,0.391883387660228,0.000234775398547624
"X484",0.000160769717234503,0.154936622622464,0.000160769714970934,0.0133565708558182,0.827605761372812,0.00377950571670064
"X485",0.000162666895218732,0.777443507453748,0.000162666893530778,0.000162666893538966,0.204080356153554,0.0179881357104088
"X486",0.000286099120208542,0.0314710135556531,0.343963050340296,0.0043906332459017,0.619603104624542,0.000286099113398341
"X487",0.00108400090723796,0.32477032923573,0.606148166967053,0.000129431570952954,0.0650333448613898,0.00283472645763596
